Nº de serie,Tipo,Clasificación,Tipo de ubicación,Descripción,Tipo de ubicación,Lugar asociado,Ubicación: Calle,Ubicación: Altura,Ubicación: Letra,Ubicación: Bis,Ubicación: Intersección,Ubicación: Coordenada X,Ubicación: Coordenada Y,Responsable,Dirección,Secretaría,Estado,ID,Fecha alta,Fecha baja,Archivo imagen,
249100,Lámpara,Sodio - 250,En Columna - En Calle,CARAC: 00,En Columna - En Calle,,SALVAT,2491,,,,5432867.4925,6361934.038749999,Alumbrado Zona 1,Alumbrado Público,Ambiente y Espacio Público,En Servicio,464150,06-04-2021,,,
249000,Lámpara,Sodio - 250,En Columna - En Calle,CARAC: 00,En Columna - En Calle,,SALVAT,2490,,,,5432866.578,6361958.258,Alumbrado Zona 1,Alumbrado Público,Ambiente y Espacio Público,En Servicio,464149,06-04-2021,,,
248100,Lámpara,Sodio - 250,En Columna - En Calle,CARAC: 00,En Columna - En Calle,,SALVAT,2481,,,,5432887.670624999,6361935.1621875,Alumbrado Zona 1,Alumbrado Público,Ambiente y Espacio Público,En Servicio,464148,06-04-2021,,,
248000,Lámpara,Sodio - 250,En Columna - En Calle,CARAC: 00,En Columna - En Calle,,SALVAT,2480,,,,5432887.688,6361959.468,Alumbrado Zona 1,Alumbrado Público,Ambiente y Espacio Público,En Servicio,464147,06-04-2021,,,
246100,Lámpara,Sodio - 250,En Columna - En Calle,CARAC: 00,En Columna - En Calle,,SALVAT,2461,,,,5432928.026875,6361937.4090625,Alumbrado Zona 1,Alumbrado Público,Ambiente y Espacio Público,En Servicio,464146,06-04-2021,,,
246000,Lámpara,Sodio - 250,En Columna - En Calle,CARAC: 00,En Columna - En Calle,,SALVAT,2460,,,,5432925.40625,6361961.630625,Alumbrado Zona 1,Alumbrado Público,Ambiente y Espacio Público,En Servicio,464145,06-04-2021,,,
244100,Lámpara,Sodio - 250,En Columna - En Calle,CARAC: 00,En Columna - En Calle,,SALVAT,2441,,,,5432968.383125,6361939.6559375,Alumbrado Zona 1,Alumbrado Público,Ambiente y Espacio Público,En Servicio,464144,06-04-2021,,,
244000,Lámpara,Sodio - 250,En Columna - En Calle,CARAC: 00,En Columna - En Calle,,SALVAT,2440,,,,5432966.69375,6361963.999375,Alumbrado Zona 1,Alumbrado Público,Ambiente y Espacio Público,En Servicio,464143,06-04-2021,,,
242100,Lámpara,Sodio - 250,En Columna - En Calle,CARAC: 00,En Columna - En Calle,,SALVAT,2421,,,,5433005.01125,6361941.695,Alumbrado Zona 1,Alumbrado Público,Ambiente y Espacio Público,En Servicio,464142,06-04-2021,,,
242000,Lámpara,Sodio - 250,En Columna - En Calle,CARAC: 00,En Columna - En Calle,,SALVAT,2420,,,,5433005.232,6361966.21,Alumbrado Zona 1,Alumbrado Público,Ambiente y Espacio Público,En Servicio,464141,06-04-2021,,,
241100,Lámpara,Sodio - 250,En Columna - En Calle,CARAC: 00,En Columna - En Calle,,SALVAT,2411,,,,5433025.445625,6361942.8325,Alumbrado Zona 1,Alumbrado Público,Ambiente y Espacio Público,En Servicio,464140,06-04-2021,,,
241000,Lámpara,Sodio - 250,En Columna - En Calle,CARAC: 00,En Columna - En Calle,,SALVAT,2410,,,,5433027.025333334,6361967.46,Alumbrado Zona 1,Alumbrado Público,Ambiente y Espacio Público,En Servicio,464139,06-04-2021,,,
239100,Lámpara,Sodio - 250,En Columna - En Calle,CARAC: 00,En Columna - En Calle,,SALVAT,2391,,,,5433063.4799999995,6361944.951333333,Alumbrado Zona 1,Alumbrado Público,Ambiente y Espacio Público,En Servicio,464138,06-04-2021,,,
239000,Lámpara,Sodio - 250,En Columna - En Calle,CARAC: 00,En Columna - En Calle,,SALVAT,2390,,,,5433061.854666667,6361969.46,Alumbrado Zona 1,Alumbrado Público,Ambiente y Espacio Público,En Servicio,464137,06-04-2021,,,
238100,Lámpara,Sodio - 250,En Columna - En Calle,CARAC: 00,En Columna - En Calle,,SALVAT,2381,,,,5433085.4799999995,6361946.178,Alumbrado Zona 1,Alumbrado Público,Ambiente y Espacio Público,En Servicio,464136,06-04-2021,,,
238000,Lámpara,Sodio - 250,En Columna - En Calle,CARAC: 00,En Columna - En Calle,,SALVAT,2380,,,,5433083.598,6361970.71,Alumbrado Zona 1,Alumbrado Público,Ambiente y Espacio Público,En Servicio,464135,06-04-2021,,,
236500,Lámpara,Sodio - 250,En Columna - En Calle,CARAC: 00,En Columna - En Calle,,CULLEN Y UGARTE,2365,,,,5432941.436249999,6362586.2404166665,Alumbrado Zona 1,Alumbrado Público,Ambiente y Espacio Público,En Servicio,464134,06-04-2021,,,
238500,Lámpara,Sodio - 250,En Columna - En Calle,CARAC: 00,En Columna - En Calle,,CULLEN Y UGARTE,2385,,,,5432915.37375,6362584.769583333,Alumbrado Zona 1,Alumbrado Público,Ambiente y Espacio Público,En Servicio,464133,06-04-2021,,,
241500,Lámpara,Sodio - 250,En Columna - En Calle,CARAC: 00,En Columna - En Calle,,CULLEN Y UGARTE,2415,,,,5432887.275,6362583.1850000005,Alumbrado Zona 1,Alumbrado Público,Ambiente y Espacio Público,En Servicio,464132,06-04-2021,,,
244500,Lámpara,Sodio - 250,En Columna - En Calle,CARAC: 00,En Columna - En Calle,,CULLEN Y UGARTE,2445,,,,5432864.525588235,6362581.903235294,Alumbrado Zona 1,Alumbrado Público,Ambiente y Espacio Público,En Servicio,464131,06-04-2021,,,
248500,Lámpara,Sodio - 250,En Columna - En Calle,CARAC: 00,En Columna - En Calle,,CULLEN Y UGARTE,2485,,,,5432827.684411765,6362579.826764706,Alumbrado Zona 1,Alumbrado Público,Ambiente y Espacio Público,En Servicio,464130,06-04-2021,,,
311000,Lámpara,Sodio - 250,En Columna - En Calle,Lámpara - Sodio - 250,En Columna - En Calle,,1379,3110,,,,5432868.035833333,6361623.178333334,Alumbrado Zona 1,Alumbrado Público,Ambiente y Espacio Público,En Servicio,464129,06-04-2021,,,
312000,Lámpara,Sodio - 250,En Columna - En Calle,CARAC: 00,En Columna - En Calle,,1379,3120,,,,5432867.0806249995,6361639.97625,Alumbrado Zona 1,Alumbrado Público,Ambiente y Espacio Público,En Servicio,464128,06-04-2021,,,
314000,Lámpara,Sodio - 250,En Columna - En Calle,CARAC: 00,En Columna - En Calle,,1379,3140,,,,5432865.170208333,6361673.5720833335,Alumbrado Zona 1,Alumbrado Público,Ambiente y Espacio Público,En Servicio,464127,06-04-2021,,,
316000,Lámpara,Sodio - 250,En Columna - En Calle,CARAC: 00,En Columna - En Calle,,1379,3160,,,,5432863.259791667,6361707.167916667,Alumbrado Zona 1,Alumbrado Público,Ambiente y Espacio Público,En Servicio,464126,06-04-2021,,,
318000,Lámpara,Sodio - 250,En Columna - En Calle,CARAC: 00,En Columna - En Calle,,1379,3180,,,,5432861.349375,6361740.76375,Alumbrado Zona 1,Alumbrado Público,Ambiente y Espacio Público,En Servicio,464125,06-04-2021,,,
319000,Lámpara,Sodio - 250,En Columna - En Calle,CARAC: 00,En Columna - En Calle,,1379,3190,,,,5432860.394166667,6361757.5616666665,Alumbrado Zona 1,Alumbrado Público,Ambiente y Espacio Público,En Servicio,464124,06-04-2021,,,
331000,Lámpara,Sodio - 250,En Columna - En Calle,CARAC: 00,En Columna - En Calle,,1379,3310,,,,5432858.9399999995,6361784.511666667,Alumbrado Zona 1,Alumbrado Público,Ambiente y Espacio Público,En Servicio,464123,06-04-2021,,,
333000,Lámpara,Sodio - 250,En Columna - En Calle,CARAC: 00,En Columna - En Calle,,1379,3330,,,,5432857.215,6361818.2908333335,Alumbrado Zona 1,Alumbrado Público,Ambiente y Espacio Público,En Servicio,464122,06-04-2021,,,
335000,Lámpara,Sodio - 250,En Columna - En Calle,CARAC: 00,En Columna - En Calle,,1379,3350,,,,5432855.49,6361852.07,Alumbrado Zona 1,Alumbrado Público,Ambiente y Espacio Público,En Servicio,464121,06-04-2021,,,
337000,Lámpara,Sodio - 250,En Columna - En Calle,CARAC: 00,En Columna - En Calle,,1379,3370,,,,5432853.765,6361885.849166666,Alumbrado Zona 1,Alumbrado Público,Ambiente y Espacio Público,En Servicio,464120,06-04-2021,,,
339000,Lámpara,Sodio - 250,En Columna - En Calle,CARAC: 00,En Columna - En Calle,,1379,3390,,,,5432852.04,6361919.628333333,Alumbrado Zona 1,Alumbrado Público,Ambiente y Espacio Público,En Servicio,464119,06-04-2021,,,
351000,Lámpara,Sodio - 250,En Columna - En Calle,CARAC: 00,En Columna - En Calle,,1379,3510,,,,5432848.909166667,6361970.809166667,Alumbrado Zona 1,Alumbrado Público,Ambiente y Espacio Público,En Servicio,464118,06-04-2021,,,
352000,Lámpara,Sodio - 250,En Columna - En Calle,CARAC: 00,En Columna - En Calle,,1379,3520,,,,5432847.933125,6361987.708125,Alumbrado Zona 1,Alumbrado Público,Ambiente y Espacio Público,En Servicio,464117,06-04-2021,,,
354000,Lámpara,Sodio - 250,En Columna - En Calle,CARAC: 00,En Columna - En Calle,,1379,3540,,,,5432845.981041667,6362021.5060416665,Alumbrado Zona 1,Alumbrado Público,Ambiente y Espacio Público,En Servicio,464116,06-04-2021,,,
356000,Lámpara,Sodio - 250,En Columna - En Calle,CARAC: 00,En Columna - En Calle,,1379,3560,,,,5432844.028958334,6362055.303958333,Alumbrado Zona 1,Alumbrado Público,Ambiente y Espacio Público,En Servicio,464115,06-04-2021,,,
358000,Lámpara,Sodio - 250,En Columna - En Calle,CARAC: 00,En Columna - En Calle,,1379,3580,,,,5432842.076875,6362089.101875,Alumbrado Zona 1,Alumbrado Público,Ambiente y Espacio Público,En Servicio,464114,06-04-2021,,,
359000,Lámpara,Sodio - 250,En Columna - En Calle,CARAC: 00,En Columna - En Calle,,1379,3590,,,,5432841.100833334,6362106.000833333,Alumbrado Zona 1,Alumbrado Público,Ambiente y Espacio Público,En Servicio,464113,06-04-2021,,,
381000,Lámpara,Sodio - 250,En Columna - En Calle,CARAC: 00,En Columna - En Calle,,1379,3810,,,,5432839.638333334,6362131.789166667,Alumbrado Zona 1,Alumbrado Público,Ambiente y Espacio Público,En Servicio,464112,06-04-2021,,,
383000,Lámpara,Sodio - 250,En Columna - En Calle,CARAC: 00,En Columna - En Calle,,1379,3830,,,,5432837.934166667,6362162.462083333,Alumbrado Zona 1,Alumbrado Público,Ambiente y Espacio Público,En Servicio,464111,06-04-2021,,,
385000,Lámpara,Sodio - 250,En Columna - En Calle,CARAC: 00,En Columna - En Calle,,1379,3850,,,,5432836.23,6362193.135,Alumbrado Zona 1,Alumbrado Público,Ambiente y Espacio Público,En Servicio,464110,06-04-2021,,,
387000,Lámpara,Sodio - 250,En Columna - En Calle,CARAC: 00,En Columna - En Calle,,1379,3870,,,,5432834.525833333,6362223.807916666,Alumbrado Zona 1,Alumbrado Público,Ambiente y Espacio Público,En Servicio,464109,06-04-2021,,,
389000,Lámpara,Sodio - 250,En Columna - En Calle,CARAC: 00,En Columna - En Calle,,1379,3890,,,,5432832.821666666,6362254.480833333,Alumbrado Zona 1,Alumbrado Público,Ambiente y Espacio Público,En Servicio,464108,06-04-2021,,,
720467,Lámpara,Sodio - 250,En Columna - En Espacios Verdes,CARAC:67,En Columna - En Espacios Verdes,,TOBAS,7270,,,,5432564.47675327,6358575.11744272,Alumbrado Zona 1,Alumbrado Público,Ambiente y Espacio Público,En Servicio,463687,15-03-2021,,,
720367,Lámpara,Sodio - 250,En Columna - En Espacios Verdes,CARAC:67,En Columna - En Espacios Verdes,,TOBAS,7264,,,,5432578.30526187,6358575.38595745,Alumbrado Zona 1,Alumbrado Público,Ambiente y Espacio Público,En Servicio,463686,15-03-2021,,,
720267,Lámpara,Sodio - 250,En Columna - En Espacios Verdes,CARAC:67,En Columna - En Espacios Verdes,,TOBAS,7252,,,,5432598.30960925,6358576.05724427,Alumbrado Zona 1,Alumbrado Público,Ambiente y Espacio Público,En Servicio,463685,15-03-2021,,,
720167,Lámpara,Sodio - 250,En Columna - En Espacios Verdes,CARAC:67,En Columna - En Espacios Verdes,,TOBAS,7242,,,,5432615.22603723,6358577.26556056,Alumbrado Zona 1,Alumbrado Público,Ambiente y Espacio Público,En Servicio,463684,15-03-2021,,,
970166,Lámpara,Incandescente Halogenado - 1000,En Columna - En Calle,CARAC: 66,En Columna - En Calle,,REAL,9569,,,,5427260.98957172,6357092.8897907,Alumbrado Zona 1,Alumbrado Público,Ambiente y Espacio Público,En Servicio,463474,15-03-2021,,,
978500,Lámpara,Incandescente Halogenado - 1000,En Columna - En Calle,CARAC: 00,En Columna - En Calle,,REAL,9692,,,,5427104.06519655,6357344.21749929,Alumbrado Zona 1,Alumbrado Público,Ambiente y Espacio Público,En Servicio,463460,15-03-2021,,,
977500,Lámpara,Incandescente Halogenado - 1000,En Columna - En Calle,CARAC: 00,En Columna - En Calle,,REAL,9661,,,,5427147.13936326,6357341.30708262,Alumbrado Zona 1,Alumbrado Público,Ambiente y Espacio Público,En Servicio,463458,15-03-2021,,,
977047,Lámpara,Incandescente Halogenado - 1000,En Columna - En Calle,CARAC: 47,En Columna - En Calle,,REAL,9653,,,,5427170.71373829,6357371.57541598,Alumbrado Zona 1,Alumbrado Público,Ambiente y Espacio Público,En Servicio,463457,15-03-2021,,,
976047,Lámpara,Incandescente Halogenado - 1000,En Columna - En Calle,CARAC: 47,En Columna - En Calle,,REAL,9721,,,,5427198.65373832,6357383.50812433,Alumbrado Zona 1,Alumbrado Público,Ambiente y Espacio Público,En Servicio,463456,15-03-2021,,,
976000,Lámpara,Incandescente Halogenado - 1000,En Columna - En Calle,CARAC: 00,En Columna - En Calle,,REAL,9651,,,,5427169.84061329,6357357.60541597,Alumbrado Zona 1,Alumbrado Público,Ambiente y Espacio Público,En Servicio,463455,15-03-2021,,,
975500,Lámpara,Incandescente Halogenado - 1000,En Columna - En Calle,CARAC: 00,En Columna - En Calle,,REAL,9725,,,,5427189.0493633,6357338.68770762,Alumbrado Zona 1,Alumbrado Público,Ambiente y Espacio Público,En Servicio,463454,15-03-2021,,,
975047,Lámpara,Incandescente Halogenado - 1000,En Columna - En Calle,CARAC: 47,En Columna - En Calle,,REAL,9627,,,,5427223.68332168,6357399.22437435,Alumbrado Zona 1,Alumbrado Público,Ambiente y Espacio Público,En Servicio,463453,15-03-2021,,,
974047,Lámpara,Incandescente Halogenado - 1000,En Columna - En Calle,CARAC: 47,En Columna - En Calle,,REAL,9619,,,,5427246.96665503,6357418.72416603,Alumbrado Zona 1,Alumbrado Público,Ambiente y Espacio Público,En Servicio,463452,15-03-2021,,,
974000,Lámpara,Incandescente Halogenado - 1000,En Columna - En Calle,CARAC: 00,En Columna - En Calle,,REAL,9707,,,,5427209.71332166,6357356.73229097,Alumbrado Zona 1,Alumbrado Público,Ambiente y Espacio Público,En Servicio,463451,15-03-2021,,,
973500,Lámpara,Incandescente Halogenado - 1000,En Columna - En Calle,CARAC: 00,En Columna - En Calle,,REAL,9615,,,,5427220.77290501,6357332.86687428,Alumbrado Zona 1,Alumbrado Público,Ambiente y Espacio Público,En Servicio,463450,15-03-2021,,,
973047,Lámpara,Incandescente Halogenado - 1000,En Columna - En Calle,CARAC: 47,En Columna - En Calle,,REAL,9611,,,,5427267.92165505,6357439.67916605,Alumbrado Zona 1,Alumbrado Público,Ambiente y Espacio Público,En Servicio,463449,15-03-2021,,,
972047,Lámpara,Incandescente Halogenado - 1000,En Columna - En Calle,CARAC: 47,En Columna - En Calle,,REAL,9771,,,,5427285.67519674,6357463.25354108,Alumbrado Zona 1,Alumbrado Público,Ambiente y Espacio Público,En Servicio,463448,15-03-2021,,,
972000,Lámpara,Incandescente Halogenado - 1000,En Columna - En Calle,CARAC: 00,En Columna - En Calle,,REAL,9607,,,,5427240.56373836,6357355.27708263,Alumbrado Zona 1,Alumbrado Público,Ambiente y Espacio Público,En Servicio,463447,15-03-2021,,,
971500,Lámpara,Incandescente Halogenado - 1000,En Columna - En Calle,CARAC: 00,En Columna - En Calle,,REAL,9616,,,,5427259.19040504,6357328.50124927,Alumbrado Zona 1,Alumbrado Público,Ambiente y Espacio Público,En Servicio,463446,15-03-2021,,,
971047,Lámpara,Incandescente Halogenado - 1000,En Columna - En Calle,CARAC: 47,En Columna - En Calle,,REAL,9605,,,,5427295.86165508,6357486.8279161,Alumbrado Zona 1,Alumbrado Público,Ambiente y Espacio Público,En Servicio,463445,15-03-2021,,,
971000,Lámpara,Incandescente Halogenado - 1000,En Columna - En Calle,CARAC: 00,En Columna - En Calle,,REAL,9599,,,,5427274.61561339,6357353.23979096,Alumbrado Zona 1,Alumbrado Público,Ambiente y Espacio Público,En Servicio,463444,15-03-2021,,,
969048,Lámpara,Incandescente Halogenado - 1000,En Columna - En Calle,CARAC: 48,En Columna - En Calle,,REAL,9599,,,,5427314.29741417,6357471.00791499,Alumbrado Zona 1,Alumbrado Público,Ambiente y Espacio Público,En Servicio,463443,15-03-2021,,,
969000,Lámpara,Incandescente Halogenado - 1000,En Columna - En Calle,CARAC: 00,En Columna - En Calle,,REAL,9583,,,,5427314.5659289,6357350.71331597,Alumbrado Zona 1,Alumbrado Público,Ambiente y Espacio Público,En Servicio,463442,15-03-2021,,,
968500,Lámpara,Incandescente Halogenado - 1000,En Columna - En Calle,CARAC: 00,En Columna - En Calle,,MORRISON,9598,,,,5427325.57503283,6357326.00996082,Alumbrado Zona 1,Alumbrado Público,Ambiente y Espacio Público,En Servicio,463441,15-03-2021,,,
968048,Lámpara,Incandescente Halogenado - 1000,En Columna - En Calle,CARAC: 48,En Columna - En Calle,,REAL,9593,,,,5427322.35285607,6357448.98970713,Alumbrado Zona 1,Alumbrado Público,Ambiente y Espacio Público,En Servicio,463440,15-03-2021,,,
967048,Lámpara,Incandescente Halogenado - 1000,En Columna - En Calle,CARAC: 48,En Columna - En Calle,,MORRISON,9598,,,,5427334.43601892,6357422.13823414,Alumbrado Zona 1,Alumbrado Público,Ambiente y Espacio Público,En Servicio,463439,15-03-2021,,,
967000,Lámpara,Incandescente Halogenado - 1000,En Columna - En Calle,CARAC: 00,En Columna - En Calle,,MORRISON,9592,,,,5427351.08393217,6357347.49113921,Alumbrado Zona 1,Alumbrado Público,Ambiente y Espacio Público,En Servicio,463438,15-03-2021,,,
966500,Lámpara,Incandescente Halogenado - 1000,En Columna - En Calle,CARAC: 00,En Columna - En Calle,,MORRISON,9588,,,,5427367.19481597,6357327.6210492,Alumbrado Zona 1,Alumbrado Público,Ambiente y Espacio Público,En Servicio,463437,15-03-2021,,,
966048,Lámpara,Incandescente Halogenado - 1000,En Columna - En Calle,CARAC: 48,En Columna - En Calle,,MORRISON,9592,,,,5427353.23205001,6357396.09230533,Alumbrado Zona 1,Alumbrado Público,Ambiente y Espacio Público,En Servicio,463436,15-03-2021,,,
965048,Lámpara,Incandescente Halogenado - 1000,En Columna - En Calle,CARAC: 48,En Columna - En Calle,,MORRISON,9586,,,,5427376.59283152,6357375.95370059,Alumbrado Zona 1,Alumbrado Público,Ambiente y Espacio Público,En Servicio,463435,15-03-2021,,,
965000,Lámpara,Incandescente Halogenado - 1000,En Columna - En Calle,CARAC: 00,En Columna - En Calle,,MORRISON,9584,,,,5427385.45381761,6357346.14856556,Alumbrado Zona 1,Alumbrado Público,Ambiente y Espacio Público,En Servicio,463434,15-03-2021,,,
964500,Lámpara,Incandescente Halogenado - 1000,En Columna - En Calle,CARAC: 00,En Columna - En Calle,,MORRISON,9578,,,,5427406.934996,6357324.66738717,Alumbrado Zona 1,Alumbrado Público,Ambiente y Espacio Público,En Servicio,463433,15-03-2021,,,
964048,Lámpara,Incandescente Halogenado - 1000,En Columna - En Calle,CARAC: 48,En Columna - En Calle,,MORRISON,9580,,,,5427403.71281924,6357358.50024314,Alumbrado Zona 1,Alumbrado Público,Ambiente y Espacio Público,En Servicio,463432,15-03-2021,,,
963000,Lámpara,Incandescente Halogenado - 1000,En Columna - En Calle,CARAC: 00,En Columna - En Calle,,MORRISON,9572,,,,5427434.86052792,6357346.68559502,Alumbrado Zona 1,Alumbrado Público,Ambiente y Espacio Público,En Servicio,463431,15-03-2021,,,
962500,Lámpara,Incandescente Halogenado - 1000,En Columna - En Calle,CARAC: 00,En Columna - En Calle,,MORRISON,9568,,,,5427446.4066613,6357322.2507546,Alumbrado Zona 1,Alumbrado Público,Ambiente y Espacio Público,En Servicio,463430,15-03-2021,,,
950400,Lámpara,Incandescente Halogenado - 1000,En Columna - En Calle,CARAC: 00,En Columna - En Calle,,MORRISON,9388,,,,5427856.22973175,6357310.56623462,Alumbrado Zona 1,Alumbrado Público,Ambiente y Espacio Público,En Servicio,463429,15-03-2021,,,
961000,Lámpara,Incandescente Halogenado - 1000,En Columna - En Calle,CARAC: 00,En Columna - En Calle,,MORRISON,9564,,,,5427468.42486916,6357342.38935934,Alumbrado Zona 1,Alumbrado Público,Ambiente y Espacio Público,En Servicio,463428,15-03-2021,,,
960500,Lámpara,Incandescente Halogenado - 1000,En Columna - En Calle,CARAC: 00,En Columna - En Calle,,MORRISON,9558,,,,5427489.10050337,6357320.10263676,Alumbrado Zona 1,Alumbrado Público,Ambiente y Espacio Público,En Servicio,463427,15-03-2021,,,
959000,Lámpara,Incandescente Halogenado - 1000,En Columna - En Calle,CARAC: 00,En Columna - En Calle,,MORRISON,9554,,,,5427507.89653446,6357339.43569731,Alumbrado Zona 1,Alumbrado Público,Ambiente y Espacio Público,En Servicio,463426,15-03-2021,,,
958500,Lámpara,Incandescente Halogenado - 1000,En Columna - En Calle,CARAC: 00,En Columna - En Calle,,MORRISON,9548,,,,5427529.29416979,6357314.30401599,Alumbrado Zona 1,Alumbrado Público,Ambiente y Espacio Público,En Servicio,463425,15-03-2021,,,
958000,Lámpara,Incandescente Halogenado - 1000,En Columna - En Calle,CARAC: 00,En Columna - En Calle,,MORRISON,9544,,,,5427548.17374396,6357336.75055001,Alumbrado Zona 1,Alumbrado Público,Ambiente y Espacio Público,En Servicio,463424,15-03-2021,,,
957500,Lámpara,Incandescente Halogenado - 1000,En Columna - En Calle,CARAC: 00,En Columna - En Calle,,MORRISON,9538,,,,5427568.61494788,6357312.38222896,Alumbrado Zona 1,Alumbrado Público,Ambiente y Espacio Público,En Servicio,463423,15-03-2021,,,
957000,Lámpara,Incandescente Halogenado - 1000,En Columna - En Calle,CARAC: 00,En Columna - En Calle,,MORRISON,9534,,,,5427588.18243872,6357332.99134379,Alumbrado Zona 1,Alumbrado Público,Ambiente y Espacio Público,En Servicio,463422,15-03-2021,,,
956500,Lámpara,Incandescente Halogenado - 1000,En Columna - En Calle,CARAC: 00,En Columna - En Calle,,MORRISON,9530,,,,5427608.88323314,6357309.77252526,Alumbrado Zona 1,Alumbrado Público,Ambiente y Espacio Público,En Servicio,463421,15-03-2021,,,
956000,Lámpara,Incandescente Halogenado - 1000,En Columna - En Calle,CARAC: 00,En Columna - En Calle,,MORRISON,9526,,,,5427627.92261875,6357330.3061965,Alumbrado Zona 1,Alumbrado Público,Ambiente y Espacio Público,En Servicio,463420,15-03-2021,,,
955500,Lámpara,Incandescente Halogenado - 1000,En Columna - En Calle,CARAC: 00,En Columna - En Calle,,MORRISON,9520,,,,5427647.02124903,6357307.12956188,Alumbrado Zona 1,Alumbrado Público,Ambiente y Espacio Público,En Servicio,463419,15-03-2021,,,
955000,Lámpara,Incandescente Halogenado - 1000,En Columna - En Calle,CARAC: 00,En Columna - En Calle,,MORRISON,9516,,,,5427667.66279878,6357327.88956393,Alumbrado Zona 1,Alumbrado Público,Ambiente y Espacio Público,En Servicio,463418,15-03-2021,,,
954500,Lámpara,Incandescente Halogenado - 1000,En Columna - En Calle,CARAC: 00,En Columna - En Calle,,MORRISON,9510,,,,5427688.40577713,6357304.87274075,Alumbrado Zona 1,Alumbrado Público,Ambiente y Espacio Público,En Servicio,463417,15-03-2021,,,
954000,Lámpara,Incandescente Halogenado - 1000,En Columna - En Calle,CARAC: 00,En Columna - En Calle,,MORRISON,9506,,,,5427707.40297882,6357325.47293136,Alumbrado Zona 1,Alumbrado Público,Ambiente y Espacio Público,En Servicio,463416,15-03-2021,,,
953500,Lámpara,Incandescente Halogenado - 1000,En Columna - En Calle,CARAC: 00,En Columna - En Calle,,MORRISON,9490,,,,5427727.99506995,6357304.98144404,Alumbrado Zona 1,Alumbrado Público,Ambiente y Espacio Público,En Servicio,463415,15-03-2021,,,
953000,Lámpara,Incandescente Halogenado - 1000,En Columna - En Calle,CARAC: 00,En Columna - En Calle,,MORRISON,9474,,,,5427747.14315885,6357322.2507546,Alumbrado Zona 1,Alumbrado Público,Ambiente y Espacio Público,En Servicio,463414,15-03-2021,,,
952500,Lámpara,Incandescente Halogenado - 1000,En Columna - En Calle,CARAC: 00,En Columna - En Calle,,MORRISON,9452,,,,5427768.14572769,6357303.41253958,Alumbrado Zona 1,Alumbrado Público,Ambiente y Espacio Público,En Servicio,463413,15-03-2021,,,
952000,Lámpara,Incandescente Halogenado - 1000,En Columna - En Calle,CARAC: 00,En Columna - En Calle,,MORRISON,9434,,,,5427787.9573978,6357317.41748946,Alumbrado Zona 1,Alumbrado Público,Ambiente y Espacio Público,En Servicio,463412,15-03-2021,,,
951000,Lámpara,Incandescente Halogenado - 1000,En Columna - En Calle,CARAC: 00,En Columna - En Calle,,MORRISON,9398,,,,5427826.35500419,6357313.38976851,Alumbrado Zona 1,Alumbrado Público,Ambiente y Espacio Público,En Servicio,463411,15-03-2021,,,
079073,Lámpara,Sodio - 400,En Columna - En Calle,CARAC:73,En Columna - En Calle,,REAL,9707,,,,5427207.96558111,6357323.05629879,Alumbrado Zona 1,Alumbrado Público,Ambiente y Espacio Público,En Servicio,463312,15-03-2021,,,
078073,Lámpara,Sodio - 400,En Columna - En Calle,CARAC:73,En Columna - En Calle,,REAL,9731,,,,5427178.42896081,6357300.23254674,Alumbrado Zona 1,Alumbrado Público,Ambiente y Espacio Público,En Servicio,463311,15-03-2021,,,
077073,Lámpara,Sodio - 400,En Columna - En Calle,CARAC:73,En Columna - En Calle,,REAL,9731,,,,5427177.89193135,6357266.13117604,Alumbrado Zona 1,Alumbrado Público,Ambiente y Espacio Público,En Servicio,463310,15-03-2021,,,
076073,Lámpara,Sodio - 400,En Columna - En Calle,CARAC:73,En Columna - En Calle,,REAL,9719,,,,5427198.83608029,6357246.52960075,Alumbrado Zona 1,Alumbrado Público,Ambiente y Espacio Público,En Servicio,463309,15-03-2021,,,
074073,Lámpara,Sodio - 400,En Columna - En Calle,CARAC:73,En Columna - En Calle,,REAL,9618,,,,5427226.7616122,6357243.84445345,Alumbrado Zona 1,Alumbrado Público,Ambiente y Espacio Público,En Servicio,463308,15-03-2021,,,
073073,Lámpara,Led - 27,En Columna - En Calle,CARAC:73,En Columna - En Calle,,REAL,9591,,,,5427256.02971777,6357250.28880697,Alumbrado Zona 1,Alumbrado Público,Ambiente y Espacio Público,En Servicio,463307,15-03-2021,,,
072073,Lámpara,Sodio - 400,En Columna - En Calle,CARAC:73,En Columna - En Calle,,REAL,9737,,,,5427271.60357211,6357274.18661794,Alumbrado Zona 1,Alumbrado Público,Ambiente y Espacio Público,En Servicio,463306,15-03-2021,,,
071073,Lámpara,Led - 27,En Columna - En Calle,CARAC:73,En Columna - En Calle,,REAL,9589,,,,5427282.07564658,6357302.91769404,Alumbrado Zona 1,Alumbrado Público,Ambiente y Espacio Público,En Servicio,463305,15-03-2021,,,
079072,Lámpara,Led - 27,En Columna - En Calle,CARAC:72,En Columna - En Calle,,REAL,9581,,,,5427300.22177685,6357290.68301525,Alumbrado Zona 1,Alumbrado Público,Ambiente y Espacio Público,En Servicio,463304,15-03-2021,,,
078072,Lámpara,Led - 27,En Columna - En Calle,CARAC:72,En Columna - En Calle,,REAL,9575,,,,5427306.65115186,6357265.20364022,Alumbrado Zona 1,Alumbrado Público,Ambiente y Espacio Público,En Servicio,463303,15-03-2021,,,
