N.º Serie,Tipo,Material,Ubicacion,Carac,,Nombre Calle,Altura,Letra,Bis,,Coordenada X,Coordenada Y,Zona,,ID,Alta,Baja
760583,Columna,Acero,En Fonavi,CARAC 83,,PASAJE PEATONAL,1397,,,,5432190067,6355095661,Alumbrado Zona 1,Dado de Baja,235069,17-02-2020,13-08-2026
760483,Columna,Acero,En Fonavi,CARAC 83,,PASAJE PEATONAL,1397,,,,5432228093,6355097621,Alumbrado Zona 1,Dado de Baja,235068,17-02-2020,13-08-2026
760383,Columna,Acero,En Fonavi,CARAC 83,,PASAJE PEATONAL,1393,,,,5432262791,6355103527,Alumbrado Zona 1,Dado de Baja,235067,17-02-2020,13-08-2026
760375,Columna,Acero,En Fonavi,CARAC 75,,RAVIGNANI EMILIO,1260,,,,5432129115,6355289.82,Alumbrado Zona 1,Dado de Baja,235066,17-02-2020,13-08-2026
760280,Columna,Acero,En Fonavi,CARAC 80,,FOREST CAPITAN CARLOS,7566,,,,5432218886,6355270956,Alumbrado Zona 1,Dado de Baja,235065,17-02-2020,13-08-2026
760276,Columna,Acero,En Fonavi,CARAC 76,,RAVIGNANI EMILIO,1247,,,,5432164512,6355319826,Alumbrado Zona 1,Dado de Baja,235064,17-02-2020,13-08-2026
760275,Columna,Acero,En Fonavi,CARAC 75,,RAVIGNANI EMILIO,1244,,,,5432126517,6355325465,Alumbrado Zona 1,Dado de Baja,235063,17-02-2020,13-08-2026
760283,Columna,Acero,En Fonavi,CARAC 83,,FOREST CAPITAN CARLOS,7547,,,,5432260467,6355139392,Alumbrado Zona 1,Dado de Baja,235062,17-02-2020,13-08-2026
760180,Columna,Acero,En Fonavi,CARAC 80,,RAVIGNANI EMILIO,1251,,,,5432221706,6355313.65,Alumbrado Zona 1,Dado de Baja,235061,17-02-2020,13-08-2026
760175,Columna,Acero,En Fonavi,CARAC 75,,RAVIGNANI EMILIO,1214,,,,5432123832,6355394204,Alumbrado Zona 1,Dado de Baja,235060,17-02-2020,13-08-2026
760183,Columna,Acero,En Fonavi,CARAC 83,,FOREST CAPITAN CARLOS,7547,,,,5432259134,6355178059,Alumbrado Zona 1,Dado de Baja,235059,17-02-2020,13-08-2026
750886,Columna,Acero,En Fonavi,CARAC 86,,CHUBUT,7588,,,,5432268209,6355071787,Alumbrado Zona 1,Dado de Baja,235058,17-02-2020,13-08-2026
750786,Columna,Acero,En Fonavi,CARAC 86,,CHUBUT,7568,,,,5432295441,6355036943,Alumbrado Zona 1,Dado de Baja,235057,17-02-2020,13-08-2026
750686,Columna,Acero,En Fonavi,CARAC 86,,CHUBUT,7590,,,,5432269.93,6355013352,Alumbrado Zona 1,Dado de Baja,235056,17-02-2020,13-08-2026
750681,Columna,Acero,En Fonavi,CARAC 81,,FOREST CAPITAN CARLOS,7526,,,,5432329762,6355257572,Alumbrado Zona 1,Dado de Baja,235055,17-02-2020,13-08-2026
750481,Columna,Acero,En Fonavi,CARAC 81,,ROSA JOSE MARIA,1250,,,,5432350.06,6355319067,Alumbrado Zona 1,Dado de Baja,235054,17-02-2020,13-08-2026
750486,Columna,Acero,En Fonavi,CARAC 86,,ROSA JOSE MARIA,1434,,,,5432354.32,6355060252,Alumbrado Zona 1,Dado de Baja,235053,17-02-2020,13-08-2026
750386,Columna,Acero,En Fonavi,CARAC 86,,CHUBUT,7530,,,,5432349111,6355097782,Alumbrado Zona 1,Dado de Baja,235052,17-02-2020,13-08-2026
750381,Columna,Acero,En Fonavi,CARAC 81,,FOREST CAPITAN CARLOS,7538,,,,5432296637,6355286.18,Alumbrado Zona 1,Dado de Baja,235051,17-02-2020,13-08-2026
750286,Columna,Acero,En Fonavi,CARAC 86,,ROSA JOSE MARIA,1398,,,,5432308231,6355096296,Alumbrado Zona 1,Dado de Baja,235050,17-02-2020,13-08-2026
750281,Columna,Acero,En Fonavi,CARAC 81,,ROSA JOSE MARIA,1250,,,,5432292757,6355315849,Alumbrado Zona 1,Dado de Baja,235049,17-02-2020,13-08-2026
750181,Columna,Acero,En Fonavi,CARAC 81,,FOREST CAPITAN CARLOS,7550,,,,5432260267,6355314238,Alumbrado Zona 1,Dado de Baja,235048,17-02-2020,13-08-2026
750178,Columna,Acero,En Fonavi,CARAC 78,,WHITE GUILLERMO,7525,,,,5432341493,6355385663,Alumbrado Zona 1,Dado de Baja,235047,17-02-2020,13-08-2026
80387,Columna,Acero,En Fonavi,CARAC 87,,DERQUI SANTIAGO,7574,,,,5432226673,6355884838,Alumbrado Zona 1,Dado de Baja,235046,17-02-2020,13-08-2026
70779,Columna,Acero,En Fonavi,CARAC 79,,GUEMES MAGDALENA,7627,,,,5432134494,6355979441,Alumbrado Zona 1,Dado de Baja,235043,17-02-2020,13-08-2026
70579,Columna,Acero,En Fonavi,CARAC 79,,GUEMES MAGDALENA,7615,,,,5432156561,6355940455,Alumbrado Zona 1,Dado de Baja,235042,17-02-2020,13-08-2026
80584,Columna,Acero,En Fonavi,CARAC 84,,DONADO AGUSTIN JOSE,867,,,,5432051608,6355887957,Alumbrado Zona 1,Dado de Baja,235041,17-02-2020,13-08-2026
80484,Columna,Acero,En Fonavi,CARAC 84,,DERQUI SANTIAGO,7668,,,,5432059846,6355858.14,Alumbrado Zona 1,Dado de Baja,235040,17-02-2020,13-08-2026
80384,Columna,Acero,En Fonavi,CARAC 84,,DERQUI SANTIAGO,7650,,,,5432095416,6355865834,Alumbrado Zona 1,Dado de Baja,235039,17-02-2020,13-08-2026
70578,Columna,Acero,En Fonavi,CARAC 78,,GUEMES MAGDALENA,7655,,,,5432082295,6355979245,Alumbrado Zona 1,Dado de Baja,235036,17-02-2020,13-08-2026
70480,Columna,Acero,En Fonavi,CARAC 80,,GUEMES MAGDALENA,7549,,,,5432268038,6355956705,Alumbrado Zona 1,Dado de Baja,235035,17-02-2020,13-08-2026
70478,Columna,Acero,En Fonavi,CARAC 78,,DONADO AGUSTIN JOSE,825,,,,5432045132,6355973392,Alumbrado Zona 1,Dado de Baja,235034,17-02-2020,13-08-2026
70378,Columna,Acero,En Fonavi,CARAC 78,,GUEMES MAGDALENA,7645,,,,5432099498,6355946.89,Alumbrado Zona 1,Dado de Baja,235033,17-02-2020,13-08-2026
90276,Columna,Acero,En Fonavi,CARAC 76,,DERQUI SANTIAGO,7653,,,,5432091036,6355791876,Alumbrado Zona 1,Dado de Baja,235032,17-02-2020,13-08-2026
90176,Columna,Acero,En Fonavi,CARAC 76,,DERQUI SANTIAGO,7675,,,,5432051703,6355790363,Alumbrado Zona 1,Dado de Baja,235031,17-02-2020,13-08-2026
90677,Columna,Acero,En Fonavi,CARAC 77,,COCHET GUSTAVO,7568,,,,5432254979,6355698.16,Alumbrado Zona 1,Dado de Baja,235030,17-02-2020,13-08-2026
90577,Columna,Acero,En Fonavi,CARAC 77,,COCHET GUSTAVO,7570,,,,5432253323,6355727178,Alumbrado Zona 1,Dado de Baja,235029,17-02-2020,13-08-2026
90477,Columna,Acero,En Fonavi,CARAC 77,,DERQUI SANTIAGO,7563,,,,5432252.91,6355756.02,Alumbrado Zona 1,Dado de Baja,235028,17-02-2020,13-08-2026
90377,Columna,Acero,En Fonavi,CARAC 77,,DERQUI SANTIAGO,7563,,,,5432251806,6355784969,Alumbrado Zona 1,Dado de Baja,235027,17-02-2020,13-08-2026
90380,Columna,Acero,En Fonavi,CARAC 80,,COCHET GUSTAVO,7672,,,,5432066972,6355693652,Alumbrado Zona 1,Dado de Baja,235026,17-02-2020,13-08-2026
90379,Columna,Acero,En Fonavi,CARAC 79,,DONADO AGUSTIN JOSE,954,,,,5431957776,6355726329,Alumbrado Zona 1,Dado de Baja,235025,17-02-2020,13-08-2026
90279,Columna,Acero,En Fonavi,CARAC 79,,COCHET GUSTAVO,7746,,,,5431915015,6355695267,Alumbrado Zona 1,Dado de Baja,235024,17-02-2020,13-08-2026
90275,Columna,Acero,En Fonavi,CARAC 75,,DERQUI SANTIAGO,7737,,,,5431918178,6355780326,Alumbrado Zona 1,Dado de Baja,235023,17-02-2020,13-08-2026
90280,Columna,Acero,En Fonavi,CARAC 80,,COCHET GUSTAVO,7654,,,,5432105751,6355703172,Alumbrado Zona 1,Dado de Baja,235022,17-02-2020,13-08-2026
90179,Columna,Acero,En Fonavi,CARAC 79,,COCHET GUSTAVO,7728,,,,5431953385,6355690178,Alumbrado Zona 1,Dado de Baja,235021,17-02-2020,13-08-2026
90178,Columna,Acero,En Fonavi,CARAC 78,,CARRANZA ANGEL,941,,,,5431908414,6355745188,Alumbrado Zona 1,Dado de Baja,235020,17-02-2020,13-08-2026
90180,Columna,Acero,En Fonavi,CARAC 80,,DONADO AGUSTIN JOSE,957,,,,5432057.48,6355724351,Alumbrado Zona 1,Dado de Baja,235019,17-02-2020,13-08-2026
80588,Columna,Acero,En Fonavi,CARAC 88,,DERQUI SANTIAGO,7554,,,,5432264625,6355883758,Alumbrado Zona 1,Dado de Baja,235018,17-02-2020,13-08-2026
80483,Columna,Acero,En Fonavi,CARAC 83,,DERQUI SANTIAGO,7724,,,,5431947196,6355852.95,Alumbrado Zona 1,Dado de Baja,235017,17-02-2020,13-08-2026
80488,Columna,Acero,En Fonavi,CARAC 88,,DERQUI SANTIAGO,7534,,,,5432303136,6355866979,Alumbrado Zona 1,Dado de Baja,235016,17-02-2020,13-08-2026
80486,Columna,Acero,En Fonavi,CARAC 86,,DERQUI SANTIAGO,7608,,,,5432169669,6355872945,Alumbrado Zona 1,Dado de Baja,235015,17-02-2020,13-08-2026
80388,Columna,Acero,En Fonavi,CARAC 88,,ROSA JOSE MARIA,866,,,,5432309096,6355898.98,Alumbrado Zona 1,Dado de Baja,235014,17-02-2020,13-08-2026
80386,Columna,Acero,En Fonavi,CARAC 86,,DERQUI SANTIAGO,7626,,,,5432138505,6355872463,Alumbrado Zona 1,Dado de Baja,235013,17-02-2020,13-08-2026
80383,Columna,Acero,En Fonavi,CARAC 83,,DONADO AGUSTIN JOSE,866,,,,5431955185,6355883717,Alumbrado Zona 1,Dado de Baja,235012,17-02-2020,13-08-2026
80286,Columna,Acero,En Fonavi,CARAC 86,,DERQUI SANTIAGO,7590,,,,5432198223,6355874869,Alumbrado Zona 1,Dado de Baja,235011,17-02-2020,13-08-2026
70375,Columna,Acero,En Fonavi,CARAC 75,,GUEMES MAGDALENA,7755,,,,5431911772,6355950691,Alumbrado Zona 1,Dado de Baja,235010,17-02-2020,13-08-2026
70379,Columna,Acero,En Fonavi,CARAC 79,,GUEMES MAGDALENA,7599,,,,5432181721,6355952747,Alumbrado Zona 1,Dado de Baja,235009,17-02-2020,13-08-2026
70280,Columna,Acero,En Fonavi,CARAC 80,,GUEMES MAGDALENA,7545,,,,5432272085,6355986369,Alumbrado Zona 1,Dado de Baja,235008,17-02-2020,13-08-2026
70279,Columna,Acero,En Fonavi,CARAC 79,,GUEMES MAGDALENA,7591,,,,5432194504,6355980.07,Alumbrado Zona 1,Dado de Baja,235007,17-02-2020,13-08-2026
70275,Columna,Acero,En Fonavi,CARAC 75,,DONADO AGUSTIN JOSE,830,,,,5431952297,6355956588,Alumbrado Zona 1,Dado de Baja,235006,17-02-2020,13-08-2026
70180,Columna,Acero,En Fonavi,CARAC 80,,GUEMES MAGDALENA,7523,,,,5432307892,6355996868,Alumbrado Zona 1,Dado de Baja,235005,17-02-2020,13-08-2026
70175,Columna,Acero,En Fonavi,CARAC 75,,GUEMES MAGDALENA,7753,,,,5431914501,6355971839,Alumbrado Zona 1,Dado de Baja,235004,17-02-2020,13-08-2026
90776,Columna,Acero,En Fonavi,CARAC 76,,DONADO AGUSTIN JOSE,933,,,,5432037548,6355764281,Alumbrado Zona 1,Dado de Baja,235003,17-02-2020,13-08-2026
90676,Columna,Acero,En Fonavi,CARAC 76,,DERQUI SANTIAGO,7661,,,,5432078259,6355765822,Alumbrado Zona 1,Dado de Baja,235002,17-02-2020,13-08-2026
90576,Columna,Acero,En Fonavi,CARAC 76,,DERQUI SANTIAGO,7643,,,,5432110984,6355765685,Alumbrado Zona 1,Dado de Baja,235001,17-02-2020,13-08-2026
90175,Columna,Acero,En Fonavi,CARAC 75,,DERQUI SANTIAGO,7721,,,,5431961224,6355768843,Alumbrado Zona 1,Dado de Baja,234999,17-02-2020,13-08-2026
90181,Columna,Acero,En Fonavi,CARAC 81,,DERQUI SANTIAGO,7627,,,,5432139.72,6355744705,Alumbrado Zona 1,Dado de Baja,234998,17-02-2020,13-08-2026
80188,Columna,Acero,En Fonavi,CARAC 88,,DERQUI SANTIAGO,7554,,,,5432262747,6355924146,Alumbrado Zona 1,Dado de Baja,234993,17-02-2020,13-08-2026
80187,Columna,Acero,En Fonavi,CARAC 87,,DERQUI SANTIAGO,7574,,,,5432225402,6355922599,Alumbrado Zona 1,Dado de Baja,234992,17-02-2020,13-08-2026
80186,Columna,Acero,En Fonavi,CARAC 86,,DERQUI SANTIAGO,7626,,,,5432137234,6355918843,Alumbrado Zona 1,Dado de Baja,234991,17-02-2020,13-08-2026
80184,Columna,Acero,En Fonavi,CARAC 84,,DONADO AGUSTIN JOSE,855,,,,5432096134,6355916854,Alumbrado Zona 1,Dado de Baja,234990,17-02-2020,13-08-2026
70575,Columna,Acero,En Fonavi,CARAC 75,,CARRANZA ANGEL,855,,,,5431890477,6355912523,Alumbrado Zona 1,Dado de Baja,234988,17-02-2020,13-08-2026
70475,Columna,Acero,En Fonavi,CARAC 75,,DONADO AGUSTIN JOSE,852,,,,5431954815,6355915925,Alumbrado Zona 1,Dado de Baja,234987,17-02-2020,13-08-2026
70179,Columna,Acero,En Fonavi,CARAC 79,,GUEMES MAGDALENA,7577,,,,5432217712,6355986037,Alumbrado Zona 1,Dado de Baja,234986,17-02-2020,13-08-2026
70178,Columna,Acero,En Fonavi,CARAC 78,,DONADO AGUSTIN JOSE,853,,,,5432046637,6355920061,Alumbrado Zona 1,Dado de Baja,234985,17-02-2020,13-08-2026
170677,Columna,Acero,En Fonavi,CARAC 77,,GHIRALDO ALBERTO,2079,,,,5433586045,6360012074,Alumbrado Zona 1,Dado de Baja,234984,17-02-2020,13-08-2026
170577,Columna,Acero,En Fonavi,CARAC 77,,CASAS CASIANO,1846,B,,,5433597026,6359972498,Alumbrado Zona 1,Dado de Baja,234983,17-02-2020,13-08-2026
170477,Columna,Acero,En Fonavi,CARAC 77,,CASAS CASIANO,1826,B,,,5433647619,6359941788,Alumbrado Zona 1,Dado de Baja,234982,17-02-2020,13-08-2026
170475,Columna,Acero,En Fonavi,CARAC 75,,CASAS CASIANO,1866,B,,,5433514408,6359990916,Alumbrado Zona 1,Dado de Baja,234981,17-02-2020,13-08-2026
170377,Columna,Acero,En Fonavi,CARAC 77,,CAVIA PEDRO F SAENZ DE,1717,,,,5433636.86,6359981614,Alumbrado Zona 1,Dado de Baja,234980,17-02-2020,13-08-2026
170375,Columna,Acero,En Fonavi,CARAC 75,,GHIRALDO ALBERTO,2241,,,,5433483998,6359996541,Alumbrado Zona 1,Dado de Baja,234979,17-02-2020,13-08-2026
170277,Columna,Acero,En Fonavi,CARAC 77,,CASAS CASIANO,1844,B,,,5433611.41,6359993.66,Alumbrado Zona 1,Dado de Baja,234978,17-02-2020,13-08-2026
170177,Columna,Acero,En Fonavi,CARAC 77,,GHIRALDO ALBERTO,2047,,,,5433625865,6360024176,Alumbrado Zona 1,Dado de Baja,234977,17-02-2020,13-08-2026
220476,Columna,Acero,En Fonavi,CARAC 76,,CASAS CASIANO,2300,,,,5433058155,6360704524,Alumbrado Zona 1,Dado de Baja,234976,17-02-2020,13-08-2026
220376,Columna,Acero,En Fonavi,CARAC 76,,1345,2450,,,,5433102036,6360678016,Alumbrado Zona 1,Dado de Baja,234975,17-02-2020,13-08-2026
220277,Columna,Acero,En Fonavi,CARAC 77,,GARCIA MANUEL,2241,,,,5433153524,6360696098,Alumbrado Zona 1,Dado de Baja,234974,17-02-2020,13-08-2026
220276,Columna,Acero,En Fonavi,CARAC 76,,BAIGORRIA JUAN BAUTISTA,2435,,,,5433090.96,6360731408,Alumbrado Zona 1,Dado de Baja,234973,17-02-2020,13-08-2026
220177,Columna,Acero,En Fonavi,CARAC 77,,BAIGORRIA JUAN BAUTISTA,2415,,,,5433126135,6360732885,Alumbrado Zona 1,Dado de Baja,234972,17-02-2020,13-08-2026
220176,Columna,Acero,En Fonavi,CARAC 76,,BAIGORRIA JUAN BAUTISTA,2443,,,,5433078.34,6360728186,Alumbrado Zona 1,Dado de Baja,234971,17-02-2020,13-08-2026
220175,Columna,Acero,En Fonavi,CARAC 75,,CASAS CASIANO,2256,,,,5433057396,6360664279,Alumbrado Zona 1,Dado de Baja,234970,17-02-2020,13-08-2026
210876,Columna,Acero,En Fonavi,CARAC 76,,1345,2449,,,,5433138226,6360609316,Alumbrado Zona 1,Dado de Baja,234969,17-02-2020,13-08-2026
210776,Columna,Acero,En Fonavi,CARAC 76,,CASAS CASIANO,2124,,,,5433146206,6360567.84,Alumbrado Zona 1,Dado de Baja,234968,17-02-2020,13-08-2026
210676,Columna,Acero,En Fonavi,CARAC 76,,CASAS CASIANO,2076,,,,5433147519,6360513571,Alumbrado Zona 1,Dado de Baja,234967,17-02-2020,13-08-2026
210476,Columna,Acero,En Fonavi,CARAC 76,,SUPERI COMANDANTE JOSE,2436,,,,5433189.84,6360467502,Alumbrado Zona 1,Dado de Baja,234965,17-02-2020,13-08-2026
210376,Columna,Acero,En Fonavi,CARAC 76,,GARCIA MANUEL,2109,,,,5433189.86,6360510557,Alumbrado Zona 1,Dado de Baja,234964,17-02-2020,13-08-2026
210375,Columna,Acero,En Fonavi,CARAC 75,,CASAS CASIANO,2132,,,,5433097894,6360556607,Alumbrado Zona 1,Dado de Baja,234963,17-02-2020,13-08-2026
210276,Columna,Acero,En Fonavi,CARAC 76,,CASAS CASIANO,2084,,,,5433169732,6360533672,Alumbrado Zona 1,Dado de Baja,234962,17-02-2020,13-08-2026
210275,Columna,Acero,En Fonavi,CARAC 75,,CASAS CASIANO,2026,,,,5433147915,6360454728,Alumbrado Zona 1,Dado de Baja,234961,17-02-2020,13-08-2026
210178,Columna,Acero,En Fonavi,CARAC 78,,GARCIA MANUEL,2071,,,,5433242231,6360487353,Alumbrado Zona 1,Dado de Baja,234960,17-02-2020,13-08-2026
210177,Columna,Acero,En Fonavi,CARAC 77,,GARCIA MANUEL,2199,,,,5433190542,6360620402,Alumbrado Zona 1,Dado de Baja,234959,17-02-2020,13-08-2026
210176,Columna,Acero,En Fonavi,CARAC 76,,GARCIA MANUEL,2157,,,,5433185843,6360566699,Alumbrado Zona 1,Dado de Baja,234958,17-02-2020,13-08-2026
210175,Columna,Acero,En Fonavi,CARAC 75,,1345,2475,,,,5433097233,6360599726,Alumbrado Zona 1,Dado de Baja,234957,17-02-2020,13-08-2026
190578,Columna,Acero,En Fonavi,CARAC 78,,GARCIA MANUEL,1971,,,,5433304763,6360353194,Alumbrado Zona 1,Dado de Baja,234956,17-02-2020,13-08-2026
190478,Columna,Acero,En Fonavi,CARAC 78,,GARCIA MANUEL,1955,,,,5433304.55,6360314882,Alumbrado Zona 1,Dado de Baja,234955,17-02-2020,13-08-2026
190476,Columna,Acero,En Fonavi,CARAC 76,,SUPERI COMANDANTE JOSE,2415,,,,5433210167,6360404834,Alumbrado Zona 1,Dado de Baja,234954,17-02-2020,13-08-2026
190378,Columna,Acero,En Fonavi,CARAC 78,,LARRECHEA PEDRO T DE,2376,,,,5433308794,6360277654,Alumbrado Zona 1,Dado de Baja,234953,17-02-2020,13-08-2026
190278,Columna,Acero,En Fonavi,CARAC 78,,GARCIA MANUEL,1937,,,,5433350954,6360295825,Alumbrado Zona 1,Dado de Baja,234952,17-02-2020,13-08-2026
190276,Columna,Acero,En Fonavi,CARAC 76,,CASAS CASIANO,1952,,,,5433214951,6360342547,Alumbrado Zona 1,Dado de Baja,234951,17-02-2020,13-08-2026
190177,Columna,Acero,En Fonavi,CARAC 77,,GARCIA MANUEL,1957,,,,5433281409,6360307506,Alumbrado Zona 1,Dado de Baja,234949,17-02-2020,13-08-2026
190176,Columna,Acero,En Fonavi,CARAC 76,,SUPERI COMANDANTE JOSE,2369,,,,5433252678,6360378662,Alumbrado Zona 1,Dado de Baja,234948,17-02-2020,13-08-2026
180777,Columna,Acero,En Fonavi,CARAC 77,,GARCIA MANUEL,1887,,,,5433378779,6360195683,Alumbrado Zona 1,Dado de Baja,234947,17-02-2020,13-08-2026
180677,Columna,Acero,En Fonavi,CARAC 77,,GARCIA MANUEL,1853,,,,5433381129,6360121021,Alumbrado Zona 1,Dado de Baja,234946,17-02-2020,13-08-2026
180577,Columna,Acero,En Fonavi,CARAC 77,,GHIRALDO ALBERTO,2384,,,,5433385096,6360071873,Alumbrado Zona 1,Dado de Baja,234945,17-02-2020,13-08-2026
180377,Columna,Acero,En Fonavi,CARAC 77,,GARCIA MANUEL,1829,,,,5433422969,6360080329,Alumbrado Zona 1,Dado de Baja,234944,17-02-2020,13-08-2026
180277,Columna,Acero,En Fonavi,CARAC 77,,GARCIA MANUEL,1839,,,,5433400943,6360094832,Alumbrado Zona 1,Dado de Baja,234943,17-02-2020,13-08-2026
180276,Columna,Acero,En Fonavi,CARAC 76,,CASAS CASIANO,1848,C,,,5433354272,6360139614,Alumbrado Zona 1,Dado de Baja,234942,17-02-2020,13-08-2026
180177,Columna,Acero,En Fonavi,CARAC 77,,GARCIA MANUEL,1841,,,,5433421.35,6360110704,Alumbrado Zona 1,Dado de Baja,234941,17-02-2020,13-08-2026
180176,Columna,Acero,En Fonavi,CARAC 76,,GARCIA MANUEL,1871,,,,5433376.19,6360157942,Alumbrado Zona 1,Dado de Baja,234940,17-02-2020,13-08-2026
180175,Columna,Acero,En Fonavi,CARAC 75,,LARRECHEA PEDRO T DE,2421,,,,5433282.47,6360203101,Alumbrado Zona 1,Dado de Baja,234939,17-02-2020,13-08-2026
180275,Columna,Acero,En Fonavi,CARAC 75,,LARRECHEA PEDRO T DE,2355,,,,5433327063,6360220107,Alumbrado Zona 1,Dado de Baja,234938,17-02-2020,13-08-2026
190376,Columna,Acero,En Fonavi,CARAC 76,,CASAS CASIANO,1966,,,,5433211323,6360374319,Alumbrado Zona 1,Dado de Baja,234937,17-02-2020,13-08-2026
190477,Columna,Acero,En Fonavi,CARAC 77,,CASAS CASIANO,1938,,,,5433260513,6360331127,Alumbrado Zona 1,Dado de Baja,234936,17-02-2020,13-08-2026
190377,Columna,Acero,En Fonavi,CARAC 77,,LARRECHEA PEDRO T DE,2448,,,,5433259.79,6360269867,Alumbrado Zona 1,Dado de Baja,234935,17-02-2020,13-08-2026
180575,Columna,Acero,En Fonavi,CARAC 75,,CASAS CASIANO,1872,C,,,5433284385,6360177.97,Alumbrado Zona 1,Dado de Baja,234934,17-02-2020,13-08-2026
180475,Columna,Acero,En Fonavi,CARAC 75,,CASAS CASIANO,1836,C,,,5433333.69,6360092432,Alumbrado Zona 1,Dado de Baja,234933,17-02-2020,13-08-2026
180375,Columna,Acero,En Fonavi,CARAC 75,,LARRECHEA PEDRO T DE,2355,,,,5433327737,6360197479,Alumbrado Zona 1,Dado de Baja,234932,17-02-2020,13-08-2026
180376,Columna,Acero,En Fonavi,CARAC 76,,GHIRALDO ALBERTO,2416,,,,5433379888,6360025155,Alumbrado Zona 1,Dado de Baja,234930,17-02-2020,13-08-2026
180576,Columna,Acero,En Fonavi,CARAC 76,,CASAS CASIANO,1856,C,,,5433334646,6360154634,Alumbrado Zona 1,Dado de Baja,234929,17-02-2020,13-08-2026
120276,Columna,Acero,En Fonavi,CARAC 76,,APOSTOLES,1243,,,,5434193253,6362613197,Alumbrado Zona 1,Dado de Baja,234928,17-02-2020,13-08-2026
120176,Columna,Acero,En Fonavi,CARAC 76,,GOYENA,1270,,,,5434171737,6362606985,Alumbrado Zona 1,Dado de Baja,234927,17-02-2020,13-08-2026
120575,Columna,Acero,En Fonavi,CARAC 75,,ANDALGALA,1206,,,,5434146892,6362674457,Alumbrado Zona 1,Dado de Baja,234926,17-02-2020,13-08-2026
120475,Columna,Acero,En Fonavi,CARAC 75,,APOSTOLES,1246,,,,5434175563,6362657667,Alumbrado Zona 1,Dado de Baja,234925,17-02-2020,13-08-2026
120375,Columna,Acero,En Fonavi,CARAC 75,,ARRIBEÑOS,1231,,,,5434191992,6362683594,Alumbrado Zona 1,Dado de Baja,234924,17-02-2020,13-08-2026
120275,Columna,Acero,En Fonavi,CARAC 75,,SPEGAZZINI CARLOS,4205,,,,5434219213,6362690912,Alumbrado Zona 1,Dado de Baja,234923,17-02-2020,13-08-2026
120175,Columna,Acero,En Fonavi,CARAC 75,,ARRIBEÑOS,1247,,,,5434164059,6362695761,Alumbrado Zona 1,Dado de Baja,234922,17-02-2020,13-08-2026
750284,Columna,Acero,En Fonavi,CARAC 84,,FOREST CAPITAN CARLOS,7533,,,,5432304993,6355172106,Alumbrado Zona 1,Dado de Baja,234921,17-02-2020,13-08-2026
760775,Columna,Acero,En Fonavi,CARAC 75,,RAVIGNANI EMILIO,1276,,,,5432088527,6355254243,Alumbrado Zona 1,Dado de Baja,234919,17-02-2020,13-08-2026
760675,Columna,Acero,En Fonavi,CARAC 75,,DONADO AGUSTIN JOSE,1285,,,,5432056844,6355236423,Alumbrado Zona 1,Dado de Baja,234918,17-02-2020,13-08-2026
760475,Columna,Acero,En Fonavi,CARAC 75,,RAVIGNANI EMILIO,1276,,,,5432112692,6355255435,Alumbrado Zona 1,Dado de Baja,234917,17-02-2020,13-08-2026
750781,Columna,Acero,En Fonavi,CARAC 81,,FOREST CAPITAN CARLOS,7540,,,,5432292046,6355256645,Alumbrado Zona 1,Dado de Baja,234916,17-02-2020,13-08-2026
80287,Columna,Acero,En Fonavi,CARAC 87,,DERQUI SANTIAGO,7558,,,,5432259653,6355849237,Alumbrado Zona 1,Dado de Baja,234915,17-02-2020,13-08-2026
70380,Columna,Acero,En Fonavi,CARAC 80,,ROSA JOSE MARIA,826,,,,5432306159,6355972529,Alumbrado Zona 1,Dado de Baja,234913,17-02-2020,13-08-2026
90376,Columna,Acero,En Fonavi,CARAC 76,,DERQUI SANTIAGO,7627,,,,5432139311,6355786069,Alumbrado Zona 1,Dado de Baja,234912,17-02-2020,13-08-2026
90476,Columna,Acero,En Fonavi,CARAC 76,,DERQUI SANTIAGO,7627,,,,5432139864,6355769497,Alumbrado Zona 1,Dado de Baja,234911,17-02-2020,13-08-2026
190277,Columna,Acero,En Fonavi,CARAC 77,,LARRECHEA PEDRO T DE,2402,,,,5433290807,6360286.83,Alumbrado Zona 1,Dado de Baja,234901,17-02-2020,13-08-2026
170275,Columna,Acero,En Fonavi,CARAC 75,,GHIRALDO ALBERTO,2285,,,,5433457509,6360003391,Alumbrado Zona 1,Dado de Baja,234897,17-02-2020,13-08-2026
170175,Columna,Acero,En Fonavi,CARAC 75,,CASAS CASIANO,1882,B,,,5433423308,6359993755,Alumbrado Zona 1,Dado de Baja,234896,17-02-2020,13-08-2026
90277,Columna,Acero,En Fonavi,CARAC 77,,DERQUI SANTIAGO,7581,,,,5432218109,6355793801,Alumbrado Zona 1,Dado de Baja,234895,17-02-2020,13-08-2026
90177,Columna,Acero,En Fonavi,CARAC 77,,DERQUI SANTIAGO,7605,,,,5432177677,6355789675,Alumbrado Zona 1,Dado de Baja,234894,17-02-2020,13-08-2026
760975,Columna,Madera,En Fonavi,CARAC 75,,RAVIGNANI EMILIO,1252,,,,5432081457,6355306201,Alumbrado Zona 1,Dado de Baja,234891,17-02-2020,13-08-2026
80175,Columna,Acero,En Fonavi,CARAC 75,,CARNOT NICOLAS SADI,6233,,,,5439419.72,6348007013,Alumbrado Zona 3,Dado de Baja,234476,17-02-2020,13-08-2026
