N.º Serie,Tipo,Material,Ubicacion,Carac,,Nombre Calle,Altura,Letra,Bis,,Coordenada X,Coordenada Y,Zona,,ID,Alta,Baja
202,Columna,Acero,En Espacios Verdes,CARAC E0,,VEINTISIETE DE FEBRERO,259,,Bis,,5441576998,6352181164,Alumbrado Zona 3,Dado de Baja,450730,27-11-2020,13-08-2026
201,Columna,Acero,En Espacios Verdes,CARAC E0,,VEINTISIETE DE FEBRERO,235,,Bis,,5441550934,6352186362,Alumbrado Zona 3,Dado de Baja,450729,27-11-2020,13-08-2026
209,Columna,Acero,En Espacios Verdes,CARAC E0,,BERUTI ANTONIO LUIS,2753,,,,5441525268,6352077729,Alumbrado Zona 3,Dado de Baja,450728,27-11-2020,13-08-2026
10779,Columna,Acero,En Espacios Verdes,CARAC 79,,AGUIRRE JULIAN,6199,,,,5440860644,6348102379,Alumbrado Zona 3,Dado de Baja,450727,27-11-2020,13-08-2026
10679,Columna,Acero,En Espacios Verdes,CARAC 79,,HUNGRIA,6143,,,,5440843705,6348225595,Alumbrado Zona 3,Dado de Baja,450726,27-11-2020,13-08-2026
10579,Columna,Acero,En Espacios Verdes,CARAC 79,,HUNGRIA,6103,,,,5440819096,6348283448,Alumbrado Zona 3,Dado de Baja,450725,27-11-2020,13-08-2026
10479,Columna,Acero,En Espacios Verdes,CARAC 79,,HUNGRIA,6051,,,,5440814184,6348345152,Alumbrado Zona 3,Dado de Baja,450724,27-11-2020,13-08-2026
10578,Columna,Acero,En Espacios Verdes,CARAC 78,,HUNGRIA,5997,,,,5440793388,6348403727,Alumbrado Zona 3,Dado de Baja,450723,27-11-2020,13-08-2026
10478,Columna,Acero,En Espacios Verdes,CARAC 78,,HUNGRIA,5943,,,,5440766439,6348463595,Alumbrado Zona 3,Dado de Baja,450722,27-11-2020,13-08-2026
10378,Columna,Acero,En Espacios Verdes,CARAC 78,,HUNGRIA,5901,,,,5440753675,6348510426,Alumbrado Zona 3,Dado de Baja,450721,27-11-2020,13-08-2026
10278,Columna,Acero,En Espacios Verdes,CARAC 78,,CENTENARIO,209,,,,5440736917,6348588661,Alumbrado Zona 3,Dado de Baja,450720,27-11-2020,13-08-2026
2040,Columna,Acero,En Espacios Verdes,CARAC E1,,VEINTISIETE DE FEBRERO,305,,Bis,,5441636984,6352231656,Alumbrado Zona 2,Dado de Baja,450632,27-11-2020,13-08-2026
2030,Columna,Acero,En Espacios Verdes,CARAC E1,,VEINTISIETE DE FEBRERO,283,,Bis,,5441614528,6352237363,Alumbrado Zona 2,Dado de Baja,450631,27-11-2020,13-08-2026
2020,Columna,Acero,En Espacios Verdes,CARAC E1,,VEINTISIETE DE FEBRERO,261,,Bis,,5441590312,6352240844,Alumbrado Zona 2,Dado de Baja,450630,27-11-2020,13-08-2026
2010,Columna,Acero,En Espacios Verdes,CARAC E1,,VEINTISIETE DE FEBRERO,233,,Bis,,5441562.87,6352247.65,Alumbrado Zona 2,Dado de Baja,450629,27-11-2020,13-08-2026
230580,Columna,Acero,En Espacios Verdes,CARAC 80,,LOPEZ ESTANISLAO,2280,,,,5439109039,6356792482,Alumbrado Zona 2,Dado de Baja,450628,27-11-2020,13-08-2026
230580,Columna,Acero,En Espacios Verdes,CARAC 80,,LOPEZ ESTANISLAO,2280,,,,5439109092,6356791.89,Alumbrado Zona 2,Dado de Baja,450626,27-11-2020,13-08-2026
221575,Columna,Acero,En Espacios Verdes,CARAC 75,,RIVADAVIA BERNARDINO,2270,,,,5439091135,6356617136,Alumbrado Zona 2,Dado de Baja,450621,27-11-2020,13-08-2026
231376,Columna,Acero,En Espacios Verdes,CARAC 76,,RIVADAVIA BERNARDINO,2374,,,,5438960261,6356643436,Alumbrado Zona 2,Dado de Baja,450586,27-11-2020,13-08-2026
231276,Columna,Acero,En Espacios Verdes,CARAC 76,,RIVADAVIA BERNARDINO,2362,,,,5438976617,6356632919,Alumbrado Zona 2,Dado de Baja,450585,27-11-2020,13-08-2026
231176,Columna,Acero,En Espacios Verdes,CARAC 76,,RIVADAVIA BERNARDINO,2346,,,,5438997342,6356629731,Alumbrado Zona 2,Dado de Baja,450584,27-11-2020,13-08-2026
231076,Columna,Acero,En Espacios Verdes,CARAC 76,,RIVADAVIA BERNARDINO,2332,,,,5439015552,6356625643,Alumbrado Zona 2,Dado de Baja,450583,27-11-2020,13-08-2026
230676,Columna,Acero,En Espacios Verdes,CARAC 76,,ILLIA PTE. ARTURO U.,2365,,,,5438968095,6356679492,Alumbrado Zona 2,Dado de Baja,450582,27-11-2020,13-08-2026
230576,Columna,Acero,En Espacios Verdes,CARAC 76,,ILLIA PTE. ARTURO U.,2351,,,,5438987848,6356675844,Alumbrado Zona 2,Dado de Baja,450581,27-11-2020,13-08-2026
230476,Columna,Acero,En Espacios Verdes,CARAC 76,,ILLIA PTE. ARTURO U.,2337,,,,5439007.03,6356672674,Alumbrado Zona 2,Dado de Baja,450580,27-11-2020,13-08-2026
230376,Columna,Acero,En Espacios Verdes,CARAC 76,,ILLIA PTE. ARTURO U.,2325,,,,5439024.93,6356662598,Alumbrado Zona 2,Dado de Baja,450579,27-11-2020,13-08-2026
230276,Columna,Acero,En Espacios Verdes,CARAC 76,,ILLIA PTE. ARTURO U.,2309,,,,5439046426,6356665857,Alumbrado Zona 2,Dado de Baja,450578,27-11-2020,13-08-2026
230176,Columna,Acero,En Espacios Verdes,CARAC 76,,ILLIA PTE. ARTURO U.,2299,,,,5439060634,6356658075,Alumbrado Zona 2,Dado de Baja,450577,27-11-2020,13-08-2026
230776,Columna,Acero,En Espacios Verdes,CARAC 76,,ILLIA PTE. ARTURO U.,2383,,,,5438945258,6356655117,Alumbrado Zona 2,Dado de Baja,450576,27-11-2020,13-08-2026
230480,Columna,Acero,En Espacios Verdes,CARAC 80,,LOPEZ ESTANISLAO,2290,,,,5439090846,6356789146,Alumbrado Zona 2,Dado de Baja,450575,27-11-2020,13-08-2026
230380,Columna,Acero,En Espacios Verdes,CARAC 80,,LOPEZ ESTANISLAO,2312,,,,5439073238,6356813966,Alumbrado Zona 2,Dado de Baja,450574,27-11-2020,13-08-2026
230280,Columna,Acero,En Espacios Verdes,CARAC 80,,LOPEZ ESTANISLAO,2404,,,,5438966196,6356869579,Alumbrado Zona 2,Dado de Baja,450573,27-11-2020,13-08-2026
240179,Columna,Acero,En Espacios Verdes,CARAC 79,,LOPEZ ESTANISLAO,2460,,,,5438873084,6356916997,Alumbrado Zona 2,Dado de Baja,450572,27-11-2020,13-08-2026
260377,Columna,Acero,En Espacios Verdes,CARAC 77,,LOPEZ ESTANISLAO,2496,,,,5438815348,6356948256,Alumbrado Zona 2,Dado de Baja,450571,27-11-2020,13-08-2026
260277,Columna,Acero,En Espacios Verdes,CARAC 77,,LOPEZ ESTANISLAO,2560,,,,5438754942,6356975221,Alumbrado Zona 2,Dado de Baja,450570,27-11-2020,13-08-2026
260177,Columna,Acero,En Espacios Verdes,CARAC 77,,LOPEZ ESTANISLAO,2594,,,,5438721429,6356992666,Alumbrado Zona 2,Dado de Baja,450569,27-11-2020,13-08-2026
230480,Columna,Acero,En Espacios Verdes,CARAC 80,,LOPEZ ESTANISLAO,2242,,,,5439179109,6356792441,Alumbrado Zona 2,Dado de Baja,450568,27-11-2020,13-08-2026
230380,Columna,Acero,En Espacios Verdes,CARAC 80,,LOPEZ ESTANISLAO,2240,,,,5439164898,6356758548,Alumbrado Zona 2,Dado de Baja,450567,27-11-2020,13-08-2026
230280,Columna,Acero,En Espacios Verdes,CARAC 80,,LOPEZ ESTANISLAO,2304,,,,5439074.54,6356788.78,Alumbrado Zona 2,Dado de Baja,450566,27-11-2020,13-08-2026
179002,Columna,Acero,En Calle,CARAC:02,,SANCHEZ DE LORIA MARIANO,1790,,Bis,,5431418.21569873,6359357.61373938,Alumbrado Zona 1,Dado de Baja,425623,29-06-2020,13-08-2026
178002,Columna,Acero,En Calle,CARAC:02,,SANCHEZ DE LORIA MARIANO,1780,,Bis,,5431419.38284937,6359327.80186969,Alumbrado Zona 1,Dado de Baja,425620,29-06-2020,13-08-2026
177002,Columna,Acero,En Calle,CARAC:02,,SANCHEZ DE LORIA MARIANO,1770,,Bis,,5431420.55,6359297.99,Alumbrado Zona 1,Dado de Baja,425618,29-06-2020,13-08-2026
176002,Columna,Acero,En Calle,CARAC:02,,SANCHEZ DE LORIA MARIANO,1760,,Bis,,5431421.19,6359281.53947368,Alumbrado Zona 1,Dado de Baja,425615,29-06-2020,13-08-2026
175002,Columna,Acero,En Calle,CARAC:02,,SANCHEZ DE LORIA MARIANO,1750,,Bis,,5431421.99,6359260.97631579,Alumbrado Zona 1,Dado de Baja,425612,29-06-2020,13-08-2026
174002,Columna,Acero,En Calle,CARAC:02,,SANCHEZ DE LORIA MARIANO,1740,,Bis,,5431422.79,6359240.41315789,Alumbrado Zona 1,Dado de Baja,425610,29-06-2020,13-08-2026
173002,Columna,Acero,En Calle,CARAC:02,,SANCHEZ DE LORIA MARIANO,1730,,Bis,,5431423.59,6359219.85,Alumbrado Zona 1,Dado de Baja,425608,29-06-2020,13-08-2026
172002,Columna,Acero,En Calle,CARAC:02,,SANCHEZ DE LORIA MARIANO,1720,,Bis,,5431424.6789495,6359191.92476702,Alumbrado Zona 1,Dado de Baja,425605,29-06-2020,13-08-2026
171002,Columna,Acero,En Calle,CARAC:02,,SANCHEZ DE LORIA MARIANO,1710,,Bis,,5431426.04013637,6359157.01822579,Alumbrado Zona 1,Dado de Baja,425602,29-06-2020,13-08-2026
169041,Columna,Acero,En Rotonda,CARAC:41,,PROVINCIAS UNIDAS,1690,,Bis,,5433197.01306123,6359129.55081633,Alumbrado Zona 1,Dado de Baja,425597,29-06-2020,13-08-2026
166002,Columna,Acero,En Calle,CARAC:02,,DONADO AGUSTIN JOSE,1660,,Bis,,5431863.39916667,6359056.61875,Alumbrado Zona 1,Dado de Baja,425585,29-06-2020,13-08-2026
164002,Columna,Acero,En Calle,CARAC:02,,DONADO AGUSTIN JOSE,1640,,Bis,,5431865.38956522,6359004.92434783,Alumbrado Zona 1,Dado de Baja,425576,29-06-2020,13-08-2026
162002,Columna,Acero,En Calle,CARAC:02,,DONADO AGUSTIN JOSE,1620,,Bis,,5431864.56347826,6359026.38521739,Alumbrado Zona 1,Dado de Baja,425568,29-06-2020,13-08-2026
161002,Columna,Acero,En Calle,CARAC:02,,DONADO AGUSTIN JOSE,1610,,Bis,,5431864.15043478,6359037.11565217,Alumbrado Zona 1,Dado de Baja,425563,29-06-2020,13-08-2026
159002,Columna,Acero,En Calle,CARAC:02,,DONADO AGUSTIN JOSE,1590,,Bis,,5431866.26285714,6358982.23714286,Alumbrado Zona 1,Dado de Baja,425557,29-06-2020,13-08-2026
158002,Columna,Acero,En Calle,CARAC:02,,DONADO AGUSTIN JOSE,1580,,Bis,,5431866.94142857,6358964.60857143,Alumbrado Zona 1,Dado de Baja,425553,29-06-2020,13-08-2026
156002,Columna,Acero,En Calle,CARAC:02,,DONADO AGUSTIN JOSE,1560,,Bis,,5431868.02,6358936.58842105,Alumbrado Zona 1,Dado de Baja,425544,29-06-2020,13-08-2026
154002,Columna,Acero,En Calle,CARAC:02,,DONADO AGUSTIN JOSE,1540,,Bis,,5431869.02,6358910.60947369,Alumbrado Zona 1,Dado de Baja,425535,29-06-2020,13-08-2026
152002,Columna,Acero,En Calle,CARAC:02,,DONADO AGUSTIN JOSE,1520,,Bis,,5431871.28538462,6358857.95769231,Alumbrado Zona 1,Dado de Baja,425528,29-06-2020,13-08-2026
151002,Columna,Acero,En Calle,CARAC:02,,DONADO AGUSTIN JOSE,1510,,Bis,,5431870.30461538,6358879.99230769,Alumbrado Zona 1,Dado de Baja,425522,29-06-2020,13-08-2026
148002,Columna,Acero,En Calle,CARAC:02,,DONADO AGUSTIN JOSE,1480,,Bis,,5431873.09375,6358814.64625,Alumbrado Zona 1,Dado de Baja,425505,29-06-2020,13-08-2026
146002,Columna,Acero,En Calle,CARAC:02,,DONADO AGUSTIN JOSE,1460,,Bis,,5431874.23125,6358786.10875,Alumbrado Zona 1,Dado de Baja,425495,29-06-2020,13-08-2026
144002,Columna,Acero,En Calle,CARAC:02,,DONADO AGUSTIN JOSE,1440,,Bis,,5431875.25913044,6358760.32347826,Alumbrado Zona 1,Dado de Baja,425482,29-06-2020,13-08-2026
142002,Columna,Acero,En Calle,CARAC:02,,DONADO AGUSTIN JOSE,1420,,Bis,,5431876.40695652,6358731.53217391,Alumbrado Zona 1,Dado de Baja,425471,29-06-2020,13-08-2026
138002,Columna,Acero,En Calle,CARAC:02,,PROVINCIAS UNIDAS,1380,,Bis,,5433213.081875,6358733.946875,Alumbrado Zona 1,Dado de Baja,425443,29-06-2020,13-08-2026
138002,Columna,Acero,En Calle,CARAC:02,,DONADO AGUSTIN JOSE,1380,,Bis,,5431878.26875,6358684.84875,Alumbrado Zona 1,Dado de Baja,425441,29-06-2020,13-08-2026
136002,Columna,Acero,En Calle,CARAC:02,,PROVINCIAS UNIDAS,1360,,Bis,,5433214.08395833,6358705.63229167,Alumbrado Zona 1,Dado de Baja,425428,29-06-2020,13-08-2026
136002,Columna,Acero,En Calle,CARAC:02,,DONADO AGUSTIN JOSE,1360,,Bis,,5431879.18958333,6358661.76958333,Alumbrado Zona 1,Dado de Baja,425426,29-06-2020,13-08-2026
134002,Columna,Acero,En Calle,CARAC:02,,PROVINCIAS UNIDAS,1340,,Bis,,5433215.08604167,6358677.31770833,Alumbrado Zona 1,Dado de Baja,425410,29-06-2020,13-08-2026
134002,Columna,Acero,En Calle,CARAC:02,,DONADO AGUSTIN JOSE,1340,,Bis,,5431880.16826087,6358637.21956522,Alumbrado Zona 1,Dado de Baja,425407,29-06-2020,13-08-2026
132002,Columna,Acero,En Calle,CARAC:02,,PROVINCIAS UNIDAS,1320,,Bis,,5433216.088125,6358649.003125,Alumbrado Zona 1,Dado de Baja,425392,29-06-2020,13-08-2026
132002,Columna,Acero,En Calle,CARAC:02,,DONADO AGUSTIN JOSE,1320,,Bis,,5431881.46391304,6358604.69347826,Alumbrado Zona 1,Dado de Baja,425390,29-06-2020,13-08-2026
131102,Columna,Acero,En Calle,CARAC:02,,COLOMBRES JOSE E,1311,,Bis,,5431662.28357143,6358579.46928571,Alumbrado Zona 1,Dado de Baja,425385,29-06-2020,13-08-2026
129502,Columna,Acero,En Calle,CARAC:02,,CENTENARIO ROSARIO CENTRAL,1295,,Bis,,5437020.77370494,6358694.56192047,Alumbrado Zona 1,Dado de Baja,425377,29-06-2020,13-08-2026
129002,Columna,Acero,En Calle,CARAC:02,,PROVINCIAS UNIDAS,1290,,Bis,,5433217.5475,6358607.74166667,Alumbrado Zona 1,Dado de Baja,425368,29-06-2020,13-08-2026
128002,Columna,Acero,En Calle,CARAC:02,,PROVINCIAS UNIDAS,1280,,Bis,,5433218.244375,6358588.01875,Alumbrado Zona 1,Dado de Baja,425351,29-06-2020,13-08-2026
127502,Columna,Acero,En Calle,CARAC:02,,SABIN ALBERT,1275,,Bis,,5435267.19364749,6358606.70646304,Alumbrado Zona 1,Dado de Baja,425343,29-06-2020,13-08-2026
126502,Columna,Acero,En Calle,CARAC:02,,CENTENARIO ROSARIO CENTRAL,1265,,Bis,,5437042.92454147,6358657.19064161,Alumbrado Zona 1,Dado de Baja,425330,29-06-2020,13-08-2026
126002,Columna,Acero,En Calle,CARAC:02,,PROVINCIAS UNIDAS,1260,,Bis,,5433219.638125,6358548.57291667,Alumbrado Zona 1,Dado de Baja,425327,29-06-2020,13-08-2026
124502,Columna,Acero,En Calle,CARAC:02,,SABIN ALBERT,1245,,Bis,,5435260.73369117,6358567.85226595,Alumbrado Zona 1,Dado de Baja,425309,29-06-2020,13-08-2026
124002,Columna,Acero,En Calle,CARAC:02,,PROVINCIAS UNIDAS,1240,,Bis,,5433221.031875,6358509.12708333,Alumbrado Zona 1,Dado de Baja,425307,29-06-2020,13-08-2026
123502,Columna,Acero,En Calle,CARAC:02,,CENTENARIO ROSARIO CENTRAL,1235,,Bis,,5437055.13402237,6358615.5644231,Alumbrado Zona 1,Dado de Baja,425302,29-06-2020,13-08-2026
122502,Columna,Acero,En Calle,CARAC:02,,SABIN ALBERT,1225,,Bis,,5435256.4783502,6358541.94108295,Alumbrado Zona 1,Dado de Baja,425289,29-06-2020,13-08-2026
122002,Columna,Acero,En Calle,CARAC:02,,PROVINCIAS UNIDAS,1220,,Bis,,5433222.425625,6358469.68125,Alumbrado Zona 1,Dado de Baja,425287,29-06-2020,13-08-2026
120502,Columna,Acero,En Calle,CARAC:02,,CENTENARIO ROSARIO CENTRAL,1205,,Bis,,5437055.56165495,6358572.13956657,Alumbrado Zona 1,Dado de Baja,425263,29-06-2020,13-08-2026
119702,Columna,Acero,En Calle,CARAC:02,,ALBERDI JUAN BAUTISTA,1197,,Bis,,5435774.53666667,6358530.55916667,Alumbrado Zona 1,Dado de Baja,425262,29-06-2020,13-08-2026
119602,Columna,Acero,En Calle,CARAC:02,,PROVINCIAS UNIDAS,1196,,Bis,,5433229.23520833,6358425.02916667,Alumbrado Zona 1,Dado de Baja,425261,29-06-2020,13-08-2026
118502,Columna,Acero,En Calle,CARAC:02,,CENTENARIO ROSARIO CENTRAL,1185,,Bis,,5437051.94571429,6358551.07142857,Alumbrado Zona 1,Dado de Baja,425257,29-06-2020,13-08-2026
118541,Columna,Acero,En Rotonda,CARAC:41,,ALBERDI JUAN BAUTISTA,1185,,Bis,,5435781.05666667,6358519.63416667,Alumbrado Zona 1,Dado de Baja,425256,29-06-2020,13-08-2026
117302,Columna,Acero,En Calle,CARAC:02,,ALBERDI JUAN BAUTISTA,1173,,Bis,,5435786.49,6358510.53,Alumbrado Zona 1,Dado de Baja,425244,29-06-2020,13-08-2026
117002,Columna,Acero,En Calle,CARAC:02,,ALBERDI JUAN BAUTISTA,1170,,Bis,,5435810.46,6358508.44666667,Alumbrado Zona 1,Dado de Baja,425242,29-06-2020,13-08-2026
116502,Columna,Acero,En Calle,CARAC:02,,CENTENARIO ROSARIO CENTRAL,1165,,Bis,,5437047.59673469,6358529.23061225,Alumbrado Zona 1,Dado de Baja,425241,29-06-2020,13-08-2026
116002,Columna,Acero,En Calle,CARAC:02,,PROVINCIAS UNIDAS,1160,,Bis,,5433230.94895833,6358379.65416667,Alumbrado Zona 1,Dado de Baja,425237,29-06-2020,13-08-2026
114802,Columna,Acero,En Calle,CARAC:02,,ALBERDI JUAN BAUTISTA,1148,,Bis,,5435818.51,6358491.43,Alumbrado Zona 1,Dado de Baja,425225,29-06-2020,13-08-2026
114702,Columna,Acero,En Calle,CARAC:02,,ALBERDI JUAN BAUTISTA,1147,,Bis,,5435809.57583333,6358475.95722222,Alumbrado Zona 1,Dado de Baja,425224,29-06-2020,13-08-2026
114502,Columna,Acero,En Calle,CARAC:02,,CENTENARIO ROSARIO CENTRAL,1145,,Bis,,5437043.2477551,6358507.38979592,Alumbrado Zona 1,Dado de Baja,425223,29-06-2020,13-08-2026
113002,Columna,Acero,En Calle,CARAC:02,,PROVINCIAS UNIDAS,1130,,Bis,,5433232.37708333,6358341.84166667,Alumbrado Zona 1,Dado de Baja,425208,29-06-2020,13-08-2026
112502,Columna,Acero,En Calle,CARAC:02,,CENTENARIO ROSARIO CENTRAL,1125,,Bis,,5437038.89877551,6358485.54897959,Alumbrado Zona 1,Dado de Baja,425206,29-06-2020,13-08-2026
112402,Columna,Acero,En Calle,CARAC:02,,ALBERDI JUAN BAUTISTA,1124,,Bis,,5435845.66652174,6358451.86130435,Alumbrado Zona 1,Dado de Baja,425205,29-06-2020,13-08-2026
111902,Columna,Acero,En Calle,CARAC:02,,ALBERDI JUAN BAUTISTA,1119,,Bis,,5435834.4375,6358438725,Alumbrado Zona 1,Dado de Baja,425193,29-06-2020,13-08-2026
110902,Columna,Acero,En Calle,CARAC:02,,CENTENARIO ROSARIO CENTRAL,1109,,Bis,,5437035.41959184,6358468.07632653,Alumbrado Zona 1,Dado de Baja,425189,29-06-2020,13-08-2026
110602,Columna,Acero,En Calle,CARAC:02,,PROVINCIAS UNIDAS,1106,,Bis,,5433233.51958333,6358311.59166667,Alumbrado Zona 1,Dado de Baja,425188,29-06-2020,13-08-2026
110202,Columna,Acero,En Calle,CARAC:02,,ALBERDI JUAN BAUTISTA,1102,,Bis,,5435870.56,6358415.59,Alumbrado Zona 1,Dado de Baja,425185,29-06-2020,13-08-2026
109802,Columna,Acero,En Calle,CARAC:02,,AVELLANEDA NICOLAS,1098,,Bis,,5437051.0,6358460.21,Alumbrado Zona 1,Dado de Baja,425184,29-06-2020,13-08-2026
109702,Columna,Acero,En Calle,CARAC:02,,ALBERDI JUAN BAUTISTA,1097,,Bis,,5435852.07285714,6358412.38428572,Alumbrado Zona 1,Dado de Baja,425182,29-06-2020,13-08-2026
109602,Columna,Acero,En Calle,CARAC:02,,PROVINCIAS UNIDAS,1096,,Bis,,5433233.80854167,6358304.05229167,Alumbrado Zona 1,Dado de Baja,425181,29-06-2020,13-08-2026
109502,Columna,Acero,En Calle,CARAC:02,,SABIN ALBERT,1095,,Bis,,5435278.00502894,6358386.43620034,Alumbrado Zona 1,Dado de Baja,425180,29-06-2020,13-08-2026
109202,Columna,Acero,En Calle,CARAC:02,,SABIN ALBERT,1092,,Bis,,5435371.86125,6358386.51,Alumbrado Zona 1,Dado de Baja,425177,29-06-2020,13-08-2026
109102,Columna,Acero,En Calle,CARAC:02,,SABIN ALBERT,1091,,Bis,,5435279.68005788,6358381.47240068,Alumbrado Zona 1,Dado de Baja,425176,29-06-2020,13-08-2026
109002,Columna,Acero,En Calle,CARAC:02,,PAZ ALBERTO J.,1090,,Bis,,5427375.26833333,6358014.02916667,Alumbrado Zona 1,Dado de Baja,425173,29-06-2020,13-08-2026
108802,Columna,Acero,En Calle,CARAC:02,,AVELLANEDA NICOLAS,1088,,Bis,,5437044.65,6358429.08222222,Alumbrado Zona 1,Dado de Baja,425165,29-06-2020,13-08-2026
108602,Columna,Acero,En Calle,CARAC:02,,ALBERDI JUAN BAUTISTA,1086,,Bis,,5435880.6775,6358400.85625,Alumbrado Zona 1,Dado de Baja,425164,29-06-2020,13-08-2026
108002,Columna,Acero,En Calle,CARAC:02,,PAZ ALBERTO J.,1080,,Bis,,5427373.82875,6357988.028125,Alumbrado Zona 1,Dado de Baja,425161,29-06-2020,13-08-2026
107002,Columna,Acero,En Calle,CARAC:02,,PAZ ALBERTO J.,1070,,Bis,,5427372.38916667,6357962.02708333,Alumbrado Zona 1,Dado de Baja,425149,29-06-2020,13-08-2026
106902,Columna,Acero,En Calle,CARAC:02,,ALBERDI JUAN BAUTISTA,1069,,Bis,,5435875.21285714,6358378.70428572,Alumbrado Zona 1,Dado de Baja,425146,29-06-2020,13-08-2026
106102,Columna,Acero,En Calle,CARAC:02,,SABIN ALBERT,1061,,Bis,,5435292.24277495,6358344.24390324,Alumbrado Zona 1,Dado de Baja,425143,29-06-2020,13-08-2026
106002,Columna,Acero,En Calle,CARAC:02,,PROVINCIAS UNIDAS,1060,,Bis,,5433235.58229167,6358259.09354167,Alumbrado Zona 1,Dado de Baja,425141,29-06-2020,13-08-2026
106002,Columna,Acero,En Calle,CARAC:02,,PAZ ALBERTO J.,1060,,Bis,,5427370.94958333,6357936.02604167,Alumbrado Zona 1,Dado de Baja,425140,29-06-2020,13-08-2026
105802,Columna,Acero,En Calle,CARAC:02,,ALBERDI JUAN BAUTISTA,1058,,Bis,,5435904285,6358366.4775,Alumbrado Zona 1,Dado de Baja,425132,29-06-2020,13-08-2026
105002,Columna,Acero,En Calle,CARAC:02,,AVELLANEDA NICOLAS,1050,,Bis,,5437034.69578947,6358380.46473684,Alumbrado Zona 1,Dado de Baja,425125,29-06-2020,13-08-2026
104502,Columna,Acero,En Calle,CARAC:02,,SABIN ALBERT,1045,,Bis,,5435298.94289072,6358324.3887046,Alumbrado Zona 1,Dado de Baja,425123,29-06-2020,13-08-2026
104302,Columna,Acero,En Calle,CARAC:02,,ALBERDI JUAN BAUTISTA,1043,,Bis,,5435896.7,6358347.43,Alumbrado Zona 1,Dado de Baja,425122,29-06-2020,13-08-2026
104202,Columna,Acero,En Calle,CARAC:02,,SABIN ALBERT,1042,,Bis,,5435387.12173913,6358318.09652174,Alumbrado Zona 1,Dado de Baja,425121,29-06-2020,13-08-2026
104102,Columna,Acero,En Calle,CARAC:02,,SABIN ALBERT,1041,,Bis,,5435300.61791966,6358319.42490494,Alumbrado Zona 1,Dado de Baja,425119,29-06-2020,13-08-2026
104002,Columna,Acero,En Calle,CARAC:02,,PAZ ALBERTO J.,1040,,Bis,,5427368.07041667,6357884.02395833,Alumbrado Zona 1,Dado de Baja,425117,29-06-2020,13-08-2026
103202,Columna,Acero,En Calle,CARAC:02,,ALBERDI JUAN BAUTISTA,1032,,Bis,,5435926.20625,6358334.554375,Alumbrado Zona 1,Dado de Baja,425107,29-06-2020,13-08-2026
103002,Columna,Acero,En Calle,CARAC:02,,PROVINCIAS UNIDAS,1030,,Bis,,5433237.06041667,6358221.62791667,Alumbrado Zona 1,Dado de Baja,425104,29-06-2020,13-08-2026
103002,Columna,Acero,En Calle,CARAC:02,,PAZ ALBERTO J.,1030,,Bis,,5427366.63083333,6357858.02291667,Alumbrado Zona 1,Dado de Baja,425103,29-06-2020,13-08-2026
102502,Columna,Acero,En Calle,CARAC:02,,SABIN ALBERT,1025,,Bis,,5435307.31803542,6358299.5697063,Alumbrado Zona 1,Dado de Baja,425100,29-06-2020,13-08-2026
102202,Columna,Acero,En Calle,CARAC:02,,SABIN ALBERT,1022,,Bis,,5435396.66086957,6358297.01826087,Alumbrado Zona 1,Dado de Baja,425097,29-06-2020,13-08-2026
102102,Columna,Acero,En Calle,CARAC:02,,SABIN ALBERT,1021,,Bis,,5435308.99306437,6358294.60590664,Alumbrado Zona 1,Dado de Baja,425095,29-06-2020,13-08-2026
102002,Columna,Acero,En Calle,CARAC:02,,PAZ ALBERTO J.,1020,,Bis,,5427365.19125,6357832.021875,Alumbrado Zona 1,Dado de Baja,425093,29-06-2020,13-08-2026
101502,Columna,Acero,En Calle,CARAC:02,,ALBERDI JUAN BAUTISTA,1015,,Bis,,5435919.84,6358313.75,Alumbrado Zona 1,Dado de Baja,425086,29-06-2020,13-08-2026
101002,Columna,Acero,En Calle,CARAC:02,,PAZ ALBERTO J.,1010,,Bis,,5427363.75166667,6357806.02083333,Alumbrado Zona 1,Dado de Baja,425082,29-06-2020,13-08-2026
100802,Columna,Acero,En Calle,CARAC:02,,AVELLANEDA NICOLAS,1008,,Bis,,5437027.38447368,6358344.89184211,Alumbrado Zona 1,Dado de Baja,425074,29-06-2020,13-08-2026
100602,Columna,Acero,En Calle,CARAC:02,,PROVINCIAS UNIDAS,1006,,Bis,,5433238.24291667,6358191.65541667,Alumbrado Zona 1,Dado de Baja,425073,29-06-2020,13-08-2026
100402,Columna,Acero,En Calle,CARAC:02,,ALBERDI JUAN BAUTISTA,1004,,Bis,,5435949.81375,6358300.175625,Alumbrado Zona 1,Dado de Baja,425072,29-06-2020,13-08-2026
99602,Columna,Acero,En Calle,CARAC:02,,PROVINCIAS UNIDAS,996,,Bis,,5433238.57666667,6358183.22145833,Alumbrado Zona 1,Dado de Baja,425071,29-06-2020,13-08-2026
99502,Columna,Acero,En Calle,CARAC:02,,AVELLANEDA NICOLAS,995,,Bis,,5437008.10857143,6358334.25285714,Alumbrado Zona 1,Dado de Baja,425068,29-06-2020,13-08-2026
99502,Columna,Acero,En Calle,CARAC:02,,ALBERDI JUAN BAUTISTA,995,,Bis,,5435934.62755102,6358292.22061224,Alumbrado Zona 1,Dado de Baja,425067,29-06-2020,13-08-2026
