Nº de serie,Tipo,Clasificación,Tipo de ubicación,Descripción,Tipo de ubicación,Lugar asociado,Ubicación: Calle,Ubicación: Altura,Ubicación: Letra,Ubicación: Bis,Ubicación: Intersección,Ubicación: Coordenada X,Ubicación: Coordenada Y,Responsable,Dirección,Secretaría,Estado,ID,Fecha alta,Fecha baja,Archivo imagen,
246000,Lámpara,Led - 22,En Transversal - En Calle,CARAC:00,En Transversal - En Calle,,GUEMES MARTIN MIGUEL JUAN DE,2460,,,,5438817.8029166665,6356503.228124999,Alumbrado Zona 2,Alumbrado Público,Ambiente y Espacio Público,En Servicio,516842,27-07-2026,,,
244000,Lámpara,Led - 22,En Transversal - En Calle,CARAC:00,En Transversal - En Calle,,GUEMES MARTIN MIGUEL JUAN DE,2440,,,,5438844.257083333,6356497.621875,Alumbrado Zona 2,Alumbrado Público,Ambiente y Espacio Público,En Servicio,516841,27-07-2026,,,
242000,Lámpara,Led - 22,En Transversal - En Calle,CARAC:00,En Transversal - En Calle,,GUEMES MARTIN MIGUEL JUAN DE,2420,,,,5438870.71125,6356492.015625,Alumbrado Zona 2,Alumbrado Público,Ambiente y Espacio Público,En Servicio,516840,27-07-2026,,,
241000,Lámpara,Led - 22,En Transversal - En Calle,CARAC:00,En Transversal - En Calle,,GUEMES MARTIN MIGUEL JUAN DE,2410,,,,5438883.938333333,6356489.212499999,Alumbrado Zona 2,Alumbrado Público,Ambiente y Espacio Público,En Servicio,516839,27-07-2026,,,
239000,Lámpara,Led - 22,En Transversal - En Calle,CARAC:00,En Transversal - En Calle,,GUEMES MARTIN MIGUEL JUAN DE,2390,,,,5438905.1466666665,6356484.685833333,Alumbrado Zona 2,Alumbrado Público,Ambiente y Espacio Público,En Servicio,516838,27-07-2026,,,
238000,Lámpara,Led - 22,En Transversal - En Calle,CARAC:00,En Transversal - En Calle,,GUEMES MARTIN MIGUEL JUAN DE,2380,,,,5438918.43,6356481.8306249995,Alumbrado Zona 2,Alumbrado Público,Ambiente y Espacio Público,En Servicio,516837,27-07-2026,,,
236000,Lámpara,Led - 22,En Transversal - En Calle,CARAC:00,En Transversal - En Calle,,GUEMES MARTIN MIGUEL JUAN DE,2360,,,,5438944.996666666,6356476.120208333,Alumbrado Zona 2,Alumbrado Público,Ambiente y Espacio Público,En Servicio,516836,27-07-2026,,,
234000,Lámpara,Led - 22,En Transversal - En Calle,CARAC:00,En Transversal - En Calle,,GUEMES MARTIN MIGUEL JUAN DE,2340,,,,5438971.5633333335,6356470.409791666,Alumbrado Zona 2,Alumbrado Público,Ambiente y Espacio Público,En Servicio,516835,27-07-2026,,,
232000,Lámpara,Led - 22,En Transversal - En Calle,CARAC:00,En Transversal - En Calle,,GUEMES MARTIN MIGUEL JUAN DE,2320,,,,5438998.13,6356464.699375,Alumbrado Zona 2,Alumbrado Público,Ambiente y Espacio Público,En Servicio,516834,27-07-2026,,,
231000,Lámpara,Led - 22,En Transversal - En Calle,CARAC:00,En Transversal - En Calle,,GUEMES MARTIN MIGUEL JUAN DE,2310,,,,5439011.413333333,6356461.844166666,Alumbrado Zona 2,Alumbrado Público,Ambiente y Espacio Público,En Servicio,516833,27-07-2026,,,
229000,Lámpara,Led - 22,En Transversal - En Calle,CARAC:00,En Transversal - En Calle,,GUEMES MARTIN MIGUEL JUAN DE,2290,,,,5439031.608333333,6356457.5616666665,Alumbrado Zona 2,Alumbrado Público,Ambiente y Espacio Público,En Servicio,516832,27-07-2026,,,
228000,Lámpara,Led - 22,En Transversal - En Calle,CARAC:00,En Transversal - En Calle,,GUEMES MARTIN MIGUEL JUAN DE,2280,,,,5439043.56875,6356455.06375,Alumbrado Zona 2,Alumbrado Público,Ambiente y Espacio Público,En Servicio,516831,27-07-2026,,,
226000,Lámpara,Led - 22,En Transversal - En Calle,CARAC:00,En Transversal - En Calle,,GUEMES MARTIN MIGUEL JUAN DE,2260,,,,5439067.489583334,6356450.067916666,Alumbrado Zona 2,Alumbrado Público,Ambiente y Espacio Público,En Servicio,516830,27-07-2026,,,
224000,Lámpara,Led - 22,En Transversal - En Calle,CARAC:00,En Transversal - En Calle,,GUEMES MARTIN MIGUEL JUAN DE,2240,,,,5439091.410416666,6356445.0720833335,Alumbrado Zona 2,Alumbrado Público,Ambiente y Espacio Público,En Servicio,516829,27-07-2026,,,
222000,Lámpara,Led - 22,En Transversal - En Calle,CARAC:00,En Transversal - En Calle,,GUEMES MARTIN MIGUEL JUAN DE,2220,,,,5439115.331250001,6356440.07625,Alumbrado Zona 2,Alumbrado Público,Ambiente y Espacio Público,En Servicio,516828,27-07-2026,,,
221000,Lámpara,Led - 22,En Transversal - En Calle,CARAC:00,En Transversal - En Calle,,GUEMES MARTIN MIGUEL JUAN DE,2210,,,,5439127.291666667,6356437.578333333,Alumbrado Zona 2,Alumbrado Público,Ambiente y Espacio Público,En Servicio,516827,27-07-2026,,,
318000,Lámpara,Led - 14,En Columna - En Calle,CARAC:58,En Columna - En Calle,,SANTA FE,3180,,,,5437689.36,6355678.2,Alumbrado Zona 2,Alumbrado Público,Ambiente y Espacio Público,En Servicio,516787,24-07-2026,,,
319000,Lámpara,Led - 14,En Columna - En Calle,CARAC:58,En Columna - En Calle,,SANTA FE,3190,,,,5437677.16,6355680.717,Alumbrado Zona 2,Alumbrado Público,Ambiente y Espacio Público,En Servicio,516786,24-07-2026,,,
316000,Lámpara,Led - 14,En Columna - En Calle,CARAC:58,En Columna - En Calle,,SANTA FE,3160,,,,5437713.76,6355673.167,Alumbrado Zona 2,Alumbrado Público,Ambiente y Espacio Público,En Servicio,516785,24-07-2026,,,
314000,Lámpara,Led - 14,En Columna - En Calle,CARAC:58,En Columna - En Calle,,SANTA FE,3141,,,,5437738.16,6355668.133,Alumbrado Zona 2,Alumbrado Público,Ambiente y Espacio Público,En Servicio,516784,24-07-2026,,,
312000,Lámpara,Led - 14,En Columna - En Calle,CARAC:58,En Columna - En Calle,,SANTA FE,3120,,,,5437762.56,6355663.1,Alumbrado Zona 2,Alumbrado Público,Ambiente y Espacio Público,En Servicio,516783,24-07-2026,,,
309000,Lámpara,Led - 14,En Columna - En Calle,CARAC:58,En Columna - En Calle,,SANTA FE,3090,,,,5437813.603,6355652.575,Alumbrado Zona 2,Alumbrado Público,Ambiente y Espacio Público,En Servicio,516782,24-07-2026,,,
307000,Lámpara,Led - 14,En Columna - En Calle,CARAC:58,En Columna - En Calle,,SANTA FE,3071,,,,5437838.234,6355647.487,Alumbrado Zona 2,Alumbrado Público,Ambiente y Espacio Público,En Servicio,516781,24-07-2026,,,
305000,Lámpara,Led - 14,En Columna - En Calle,CARAC:58,En Columna - En Calle,,SANTA FE,3050,,,,5437862.865,6355642.4,Alumbrado Zona 2,Alumbrado Público,Ambiente y Espacio Público,En Servicio,516780,24-07-2026,,,
303000,Lámpara,Led - 14,En Columna - En Calle,CARAC:58,En Columna - En Calle,,SANTA FE,3030,,,,5437887.496,6355637.313,Alumbrado Zona 2,Alumbrado Público,Ambiente y Espacio Público,En Servicio,516779,24-07-2026,,,
301000,Lámpara,Led - 14,En Columna - En Calle,CARAC:58,En Columna - En Calle,,SANTA FE,3010,,,,5437912.128,6355632.225,Alumbrado Zona 2,Alumbrado Público,Ambiente y Espacio Público,En Servicio,516778,24-07-2026,,,
71058,Lámpara,Led - 16,En Columna - En Calle,CARAC:58,En Columna - En Calle,,CASTELLANOS AARON,710,,,,5436901.783,6355832.013,Alumbrado Zona 2,Alumbrado Público,Ambiente y Espacio Público,En Servicio,516777,24-07-2026,,,
72058,Lámpara,Led - 16,En Columna - En Calle,CARAC:58,En Columna - En Calle,,CASTELLANOS AARON,719,,,,5436899.65,6355821.692,Alumbrado Zona 2,Alumbrado Público,Ambiente y Espacio Público,En Servicio,516776,24-07-2026,,,
74058,Lámpara,Led - 16,En Columna - En Calle,CARAC:58,En Columna - En Calle,,CASTELLANOS AARON,740,,,,5436895.383,6355801.051,Alumbrado Zona 2,Alumbrado Público,Ambiente y Espacio Público,En Servicio,516775,24-07-2026,,,
76058,Lámpara,Led - 16,En Columna - En Calle,CARAC:58,En Columna - En Calle,,CASTELLANOS AARON,798,,,,5436883.01,6355741.19,Alumbrado Zona 2,Alumbrado Público,Ambiente y Espacio Público,En Servicio,516774,24-07-2026,,,
78058,Lámpara,Led - 16,En Columna - En Calle,CARAC:58,En Columna - En Calle,,CASTELLANOS AARON,781,,,,5436877.584,6355714.701,Alumbrado Zona 2,Alumbrado Público,Ambiente y Espacio Público,En Servicio,516773,24-07-2026,,,
79058,Lámpara,Led - 16,En Columna - En Calle,CARAC:58,En Columna - En Calle,,CASTELLANOS AARON,791,,,,5436874.871,6355701.456,Alumbrado Zona 2,Alumbrado Público,Ambiente y Espacio Público,En Servicio,516772,24-07-2026,,,
71158,Lámpara,Led - 16,En Columna - En Calle,CARAC:58,En Columna - En Calle,,ALSINA ADOLFO,711,,,,5436769.918,6355834.722,Alumbrado Zona 2,Alumbrado Público,Ambiente y Espacio Público,En Servicio,516771,24-07-2026,,,
72158,Lámpara,Led - 16,En Columna - En Calle,CARAC:58,En Columna - En Calle,,ALSINA ADOLFO,718,,,,5436764.62,6355809.34,Alumbrado Zona 2,Alumbrado Público,Ambiente y Espacio Público,En Servicio,516770,24-07-2026,,,
74158,Lámpara,Led - 16,En Columna - En Calle,CARAC:58,En Columna - En Calle,,ALSINA ADOLFO,740,,,,5436759.771,6355785.681,Alumbrado Zona 2,Alumbrado Público,Ambiente y Espacio Público,En Servicio,516769,24-07-2026,,,
76158,Lámpara,Led - 16,En Columna - En Calle,CARAC:58,En Columna - En Calle,,ALSINA ADOLFO,761,,,,5436754.923,6355762.022,Alumbrado Zona 2,Alumbrado Público,Ambiente y Espacio Público,En Servicio,516768,24-07-2026,,,
78158,Lámpara,Led - 16,En Columna - En Calle,CARAC:58,En Columna - En Calle,,ALSINA ADOLFO,781,,,,5436750.074,6355738.363,Alumbrado Zona 2,Alumbrado Público,Ambiente y Espacio Público,En Servicio,516767,24-07-2026,,,
79158,Lámpara,Led - 16,En Columna - En Calle,CARAC:58,En Columna - En Calle,,ALSINA ADOLFO,790,,,,5436747.649,6355726.534,Alumbrado Zona 2,Alumbrado Público,Ambiente y Espacio Público,En Servicio,516766,24-07-2026,,,
71100,Lámpara,Led - 33,En Columna - En Calle,CARAC:00,En Columna - En Calle,,ALSINA ADOLFO,711,,,,5436769.918,6355834.722,Alumbrado Zona 2,Alumbrado Público,Ambiente y Espacio Público,En Servicio,516765,24-07-2026,,,
72100,Lámpara,Led - 33,En Columna - En Calle,CARAC:00,En Columna - En Calle,,ALSINA ADOLFO,718,,,,5436764.62,6355809.34,Alumbrado Zona 2,Alumbrado Público,Ambiente y Espacio Público,En Servicio,516764,24-07-2026,,,
74100,Lámpara,Led - 33,En Columna - En Calle,CARAC:00,En Columna - En Calle,,ALSINA ADOLFO,740,,,,5436759.771,6355785.681,Alumbrado Zona 2,Alumbrado Público,Ambiente y Espacio Público,En Servicio,516763,24-07-2026,,,
76100,Lámpara,Led - 33,En Columna - En Calle,CARAC:00,En Columna - En Calle,,ALSINA ADOLFO,761,,,,5436754.923,6355762.022,Alumbrado Zona 2,Alumbrado Público,Ambiente y Espacio Público,En Servicio,516762,24-07-2026,,,
78100,Lámpara,Led - 33,En Columna - En Calle,CARAC:00,En Columna - En Calle,,ALSINA ADOLFO,781,,,,5436750.074,6355738.363,Alumbrado Zona 2,Alumbrado Público,Ambiente y Espacio Público,En Servicio,516761,24-07-2026,,,
79100,Lámpara,Led - 33,En Columna - En Calle,CARAC:00,En Columna - En Calle,,ALSINA ADOLFO,790,,,,5436747.649,6355726.534,Alumbrado Zona 2,Alumbrado Público,Ambiente y Espacio Público,En Servicio,516760,24-07-2026,,,
210258,Lámpara,Led - 16,En Columna - En Calle,CARAC:58,En Columna - En Calle,,BALCARCE,212,,Bis,,5439301.26,6356536.75,Alumbrado Zona 2,Alumbrado Público,Ambiente y Espacio Público,En Servicio,516758,23-07-2026,,,
213058,Lámpara,Led - 16,En Columna - En Calle,CARAC:58,En Columna - En Calle,,RIVADAVIA BERNARDINO,2130,,,,5439267.056,6356543.881,Alumbrado Zona 2,Alumbrado Público,Ambiente y Espacio Público,En Servicio,516757,23-07-2026,,,
215058,Lámpara,Led - 16,En Columna - En Calle,CARAC:58,En Columna - En Calle,,RIVADAVIA BERNARDINO,2150,,,,5439242.625,6356548.975,Alumbrado Zona 2,Alumbrado Público,Ambiente y Espacio Público,En Servicio,516756,23-07-2026,,,
217058,Lámpara,Led - 16,En Columna - En Calle,CARAC:58,En Columna - En Calle,,RIVADAVIA BERNARDINO,2170,,,,5439218.194,6356554.069,Alumbrado Zona 2,Alumbrado Público,Ambiente y Espacio Público,En Servicio,516755,23-07-2026,,,
219058,Lámpara,Led - 16,En Columna - En Calle,CARAC:58,En Columna - En Calle,,RIVADAVIA BERNARDINO,2190,,,,5439193.763,6356559.162,Alumbrado Zona 2,Alumbrado Público,Ambiente y Espacio Público,En Servicio,516754,23-07-2026,,,
338000,Lámpara,Led - 27,En Columna - En Calle,CARAC:00,En Columna - En Calle,,BURMEISTER GERMAN,3380,,,,5437365.511875,6355386.20625,Alumbrado Zona 2,Alumbrado Público,Ambiente y Espacio Público,En Servicio,516432,08-07-2026,,,
152068,Lámpara,Led - 20,En Columna - En Espacios Verdes,CARAC:68,En Columna - En Espacios Verdes,,CORDOBA,1514,,,,5439789.057,6355097.79,Alumbrado Zona 2,Alumbrado Público,Ambiente y Espacio Público,En Servicio,516431,07-07-2026,,,
151968,Lámpara,Led - 20,En Columna - En Espacios Verdes,CARAC:68,En Columna - En Espacios Verdes,,CORDOBA,1588,,,,5439689.853,6355117.512,Alumbrado Zona 2,Alumbrado Público,Ambiente y Espacio Público,En Servicio,516430,07-07-2026,,,
151868,Lámpara,Led - 20,En Columna - En Espacios Verdes,CARAC:68,En Columna - En Espacios Verdes,,PARAGUAY,790,,,,5439795.215,6355102.106,Alumbrado Zona 2,Alumbrado Público,Ambiente y Espacio Público,En Servicio,516429,07-07-2026,,,
151768,Lámpara,Led - 20,En Columna - En Espacios Verdes,CARAC:68,En Columna - En Espacios Verdes,,ROCA PTE. JULIO ARGENTINO,793,,,,5439686.186,6355122.988,Alumbrado Zona 2,Alumbrado Público,Ambiente y Espacio Público,En Servicio,516428,07-07-2026,,,
151668,Lámpara,Led - 20,En Columna - En Espacios Verdes,CARAC:68,En Columna - En Espacios Verdes,,CORDOBA,1546,,,,5439748.216,6355113.03,Alumbrado Zona 2,Alumbrado Público,Ambiente y Espacio Público,En Servicio,516427,07-07-2026,,,
151668,Lámpara,Led - 20,En Columna - En Espacios Verdes,CARAC:68,En Columna - En Espacios Verdes,,CORDOBA,1546,,,,5439748.216,6355113.03,Alumbrado Zona 2,Alumbrado Público,Ambiente y Espacio Público,En Servicio,516426,07-07-2026,,,
151568,Lámpara,Led - 20,En Columna - En Espacios Verdes,CARAC:68,En Columna - En Espacios Verdes,,CORDOBA,1556,,,,5439734.238,6355116.396,Alumbrado Zona 2,Alumbrado Público,Ambiente y Espacio Público,En Servicio,516425,07-07-2026,,,
151568,Lámpara,Led - 20,En Columna - En Espacios Verdes,CARAC:68,En Columna - En Espacios Verdes,,CORDOBA,1556,,,,5439734.238,6355116.396,Alumbrado Zona 2,Alumbrado Público,Ambiente y Espacio Público,En Servicio,516424,07-07-2026,,,
151468,Lámpara,Led - 20,En Columna - En Espacios Verdes,CARAC:68,En Columna - En Espacios Verdes,,CORDOBA,1524,,,,5439779.659,6355109.299,Alumbrado Zona 2,Alumbrado Público,Ambiente y Espacio Público,En Servicio,516423,07-07-2026,,,
151368,Lámpara,Led - 20,En Columna - En Espacios Verdes,CARAC:68,En Columna - En Espacios Verdes,,CORDOBA,1540,,,,5439755.568,6355114.115,Alumbrado Zona 2,Alumbrado Público,Ambiente y Espacio Público,En Servicio,516422,07-07-2026,,,
151268,Lámpara,Led - 20,En Columna - En Espacios Verdes,CARAC:68,En Columna - En Espacios Verdes,,CORDOBA,1566,,,,5439722.031,6355120.798,Alumbrado Zona 2,Alumbrado Público,Ambiente y Espacio Público,En Servicio,516421,07-07-2026,,,
151168,Lámpara,Led - 20,En Columna - En Espacios Verdes,CARAC:68,En Columna - En Espacios Verdes,,CORDOBA,1576,,,,5439706.505,6355124.475,Alumbrado Zona 2,Alumbrado Público,Ambiente y Espacio Público,En Servicio,516420,07-07-2026,,,
151068,Lámpara,Led - 20,En Columna - En Espacios Verdes,CARAC:68,En Columna - En Espacios Verdes,,ALVAREZ DR. JUAN,1523,,,,5439781.344,6355117.356,Alumbrado Zona 2,Alumbrado Público,Ambiente y Espacio Público,En Servicio,516419,07-07-2026,,,
150968,Lámpara,Led - 20,En Columna - En Espacios Verdes,CARAC:68,En Columna - En Espacios Verdes,,ALVAREZ DR. JUAN,1535,,,,5439764.325,6355120.469,Alumbrado Zona 2,Alumbrado Público,Ambiente y Espacio Público,En Servicio,516418,07-07-2026,,,
150868,Lámpara,Led - 20,En Columna - En Espacios Verdes,CARAC:68,En Columna - En Espacios Verdes,,ALVAREZ DR. JUAN,1569,,,,5439718.831,6355129.715,Alumbrado Zona 2,Alumbrado Público,Ambiente y Espacio Público,En Servicio,516417,07-07-2026,,,
150768,Lámpara,Led - 20,En Columna - En Espacios Verdes,CARAC:68,En Columna - En Espacios Verdes,,ALVAREZ DR. JUAN,1577,,,,5439708.366,6355132.266,Alumbrado Zona 2,Alumbrado Público,Ambiente y Espacio Público,En Servicio,516416,07-07-2026,,,
150668,Lámpara,Led - 20,En Columna - En Espacios Verdes,CARAC:68,En Columna - En Espacios Verdes,,ALVAREZ DR. JUAN,1545,,,,5439751.134,6355124.262,Alumbrado Zona 2,Alumbrado Público,Ambiente y Espacio Público,En Servicio,516415,07-07-2026,,,
150668,Lámpara,Led - 20,En Columna - En Espacios Verdes,CARAC:68,En Columna - En Espacios Verdes,,ALVAREZ DR. JUAN,1545,,,,5439751.134,6355124.262,Alumbrado Zona 2,Alumbrado Público,Ambiente y Espacio Público,En Servicio,516414,07-07-2026,,,
150568,Lámpara,Led - 20,En Columna - En Espacios Verdes,CARAC:68,En Columna - En Espacios Verdes,,ALVAREZ DR. JUAN,1555,,,,5439737.166,6355127.687,Alumbrado Zona 2,Alumbrado Público,Ambiente y Espacio Público,En Servicio,516413,07-07-2026,,,
150568,Lámpara,Led - 20,En Columna - En Espacios Verdes,CARAC:68,En Columna - En Espacios Verdes,,ALVAREZ DR. JUAN,1555,,,,5439737.166,6355127.687,Alumbrado Zona 2,Alumbrado Público,Ambiente y Espacio Público,En Servicio,516412,07-07-2026,,,
150468,Lámpara,Led - 20,En Columna - En Espacios Verdes,CARAC:68,En Columna - En Espacios Verdes,,PARAGUAY,780,,,,5439799.529,6355119.382,Alumbrado Zona 2,Alumbrado Público,Ambiente y Espacio Público,En Servicio,516411,07-07-2026,,,
150368,Lámpara,Led - 20,En Columna - En Espacios Verdes,CARAC:68,En Columna - En Espacios Verdes,,ROCA PTE. JULIO ARGENTINO,779,,,,5439689.827,6355143.506,Alumbrado Zona 2,Alumbrado Público,Ambiente y Espacio Público,En Servicio,516410,07-07-2026,,,
150168,Lámpara,Led - 20,En Columna - En Espacios Verdes,CARAC:68,En Columna - En Espacios Verdes,,ALVAREZ DR. JUAN,1589,,,,5439694.779,6355148.695,Alumbrado Zona 2,Alumbrado Público,Ambiente y Espacio Público,En Servicio,516409,07-07-2026,,,
150268,Lámpara,Led - 20,En Columna - En Espacios Verdes,CARAC:68,En Columna - En Espacios Verdes,,ALVAREZ DR. JUAN,1513,,,,5439796.78,6355127.72,Alumbrado Zona 2,Alumbrado Público,Ambiente y Espacio Público,En Servicio,516408,07-07-2026,,,
159100,Lámpara,Led - 20,En Transversal - En Calle,CARAC:00,En Transversal - En Calle,,CORDOBA,1591,,,,5439684.029591837,6355111.102857143,Alumbrado Zona 2,Alumbrado Público,Ambiente y Espacio Público,En Servicio,516406,07-07-2026,,,
157100,Lámpara,Led - 20,En Transversal - En Calle,CARAC:00,En Transversal - En Calle,,CORDOBA,1571,,,,5439710.678571429,6355105.5600000005,Alumbrado Zona 2,Alumbrado Público,Ambiente y Espacio Público,En Servicio,516405,07-07-2026,,,
