Nº de serie,Tipo,Clasificación,Tipo de ubicación,Descripción,Tipo de ubicación,Lugar asociado,Ubicación: Calle,Ubicación: Altura,Ubicación: Letra,Ubicación: Bis,Ubicación: Intersección,Ubicación: Coordenada X,Ubicación: Coordenada Y,Responsable,Dirección,Secretaría,Estado,ID,Fecha alta,Fecha baja,Archivo imagen,
65000,Lámpara,Led - 20,En Columna - En Calle,CARAC:58,En Columna - En Calle,,RUEDA MIGUEL,650,,,,5440340.89,6352126.31,Alumbrado Zona 3,Alumbrado Público,Ambiente y Espacio Público,En Servicio,516975,29-07-2026,,,
69000,Lámpara,Led - 20,En Columna - En Calle,CARAC:58,En Columna - En Calle,,RUEDA MIGUEL,690,,,,5440285.773,6352137.652,Alumbrado Zona 3,Alumbrado Público,Ambiente y Espacio Público,En Servicio,516974,29-07-2026,,,
67000,Lámpara,Led - 20,En Columna - En Calle,CARAC:58,En Columna - En Calle,,RUEDA MIGUEL,670,,,,5440313.332,6352131.981,Alumbrado Zona 3,Alumbrado Público,Ambiente y Espacio Público,En Servicio,516973,29-07-2026,,,
63000,Lámpara,Led - 20,En Columna - En Calle,CARAC:58,En Columna - En Calle,,RUEDA MIGUEL,631,,,,5440368.448,6352120.639,Alumbrado Zona 3,Alumbrado Público,Ambiente y Espacio Público,En Servicio,516972,29-07-2026,,,
61000,Lámpara,Led - 20,En Columna - En Calle,CARAC:58,En Columna - En Calle,,RUEDA MIGUEL,609,,,,5440396.007,6352114.968,Alumbrado Zona 3,Alumbrado Público,Ambiente y Espacio Público,En Servicio,516971,29-07-2026,,,
59000,Lámpara,Led - 20,En Columna - En Calle,CARAC:58,En Columna - En Calle,,RUEDA MIGUEL,590,,,,5440419.495,6352110.131,Alumbrado Zona 3,Alumbrado Público,Ambiente y Espacio Público,En Servicio,516970,29-07-2026,,,
58000,Lámpara,Led - 20,En Columna - En Calle,CARAC:58,En Columna - En Calle,,RUEDA MIGUEL,581,,,,5440435.076,6352106.919,Alumbrado Zona 3,Alumbrado Público,Ambiente y Espacio Público,En Servicio,516969,29-07-2026,,,
56000,Lámpara,Led - 20,En Columna - En Calle,CARAC:58,En Columna - En Calle,,RUEDA MIGUEL,561,,,,5440466.239,6352100.496,Alumbrado Zona 3,Alumbrado Público,Ambiente y Espacio Público,En Servicio,516968,29-07-2026,,,
54000,Lámpara,Led - 20,En Columna - En Calle,CARAC:58,En Columna - En Calle,,RUEDA MIGUEL,540,,,,5440497.401,6352094.074,Alumbrado Zona 3,Alumbrado Público,Ambiente y Espacio Público,En Servicio,516967,29-07-2026,,,
51000,Lámpara,Led - 20,En Columna - En Calle,CARAC:58,En Columna - En Calle,,RUEDA MIGUEL,509,,,,5440544.145,6352084.439,Alumbrado Zona 3,Alumbrado Público,Ambiente y Espacio Público,En Servicio,516966,29-07-2026,,,
49000,Lámpara,Led - 20,En Columna - En Calle,CARAC:58,En Columna - En Calle,,RUEDA MIGUEL,491,,,,5440567.356,6352079.654,Alumbrado Zona 3,Alumbrado Público,Ambiente y Espacio Público,En Servicio,516965,29-07-2026,,,
47000,Lámpara,Led - 20,En Columna - En Calle,CARAC:58,En Columna - En Calle,,RUEDA MIGUEL,470,,,,5440594.22,6352074.115,Alumbrado Zona 3,Alumbrado Público,Ambiente y Espacio Público,En Servicio,516964,29-07-2026,,,
45000,Lámpara,Led - 20,En Columna - En Calle,CARAC:58,En Columna - En Calle,,RUEDA MIGUEL,450,,,,5440621.085,6352068.575,Alumbrado Zona 3,Alumbrado Público,Ambiente y Espacio Público,En Servicio,516963,29-07-2026,,,
43000,Lámpara,Led - 20,En Columna - En Calle,CARAC:58,En Columna - En Calle,,RUEDA MIGUEL,431,,,,5440647.95,6352063.035,Alumbrado Zona 3,Alumbrado Público,Ambiente y Espacio Público,En Servicio,516962,29-07-2026,,,
41000,Lámpara,Led - 20,En Columna - En Calle,CARAC:58,En Columna - En Calle,,RUEDA MIGUEL,410,,,,5440674.814,6352057.496,Alumbrado Zona 3,Alumbrado Público,Ambiente y Espacio Público,En Servicio,516961,29-07-2026,,,
59100,Lámpara,Led - 16,En Columna - En Calle,CARAC:58,En Columna - En Calle,,VIRASORO GRAL. BENJAMIN,590,,,,5440444.462,6352237.514,Alumbrado Zona 3,Alumbrado Público,Ambiente y Espacio Público,En Servicio,516949,29-07-2026,,,
58100,Lámpara,Led - 16,En Columna - En Calle,CARAC:58,En Columna - En Calle,,VIRASORO GRAL. BENJAMIN,581,,,,5440459.79,6352234.343,Alumbrado Zona 3,Alumbrado Público,Ambiente y Espacio Público,En Servicio,516948,29-07-2026,,,
56100,Lámpara,Led - 16,En Columna - En Calle,CARAC:58,En Columna - En Calle,,VIRASORO GRAL. BENJAMIN,561,,,,5440490.445,6352228.002,Alumbrado Zona 3,Alumbrado Público,Ambiente y Espacio Público,En Servicio,516947,29-07-2026,,,
54100,Lámpara,Led - 16,En Columna - En Calle,CARAC:58,En Columna - En Calle,,VIRASORO GRAL. BENJAMIN,542,,,,5440521.1,6352221.662,Alumbrado Zona 3,Alumbrado Público,Ambiente y Espacio Público,En Servicio,516946,29-07-2026,,,
52100,Lámpara,Led - 16,En Columna - En Calle,CARAC:58,En Columna - En Calle,,VIRASORO GRAL. BENJAMIN,522,,,,5440551.755,6352215.321,Alumbrado Zona 3,Alumbrado Público,Ambiente y Espacio Público,En Servicio,516945,29-07-2026,,,
51100,Lámpara,Led - 16,En Columna - En Calle,CARAC:58,En Columna - En Calle,,VIRASORO GRAL. BENJAMIN,511,,,,5440567.082,6352212.15,Alumbrado Zona 3,Alumbrado Público,Ambiente y Espacio Público,En Servicio,516944,29-07-2026,,,
49100,Lámpara,Led - 16,En Columna - En Calle,CARAC:58,En Columna - En Calle,,VIRASORO GRAL. BENJAMIN,491,,,,5440592.952,6352206.8,Alumbrado Zona 3,Alumbrado Público,Ambiente y Espacio Público,En Servicio,516943,29-07-2026,,,
47100,Lámpara,Led - 16,En Columna - En Calle,CARAC:58,En Columna - En Calle,,VIRASORO GRAL. BENJAMIN,471,,,,5440619.307,6352201.351,Alumbrado Zona 3,Alumbrado Público,Ambiente y Espacio Público,En Servicio,516942,29-07-2026,,,
45100,Lámpara,Led - 16,En Columna - En Calle,CARAC:58,En Columna - En Calle,,VIRASORO GRAL. BENJAMIN,451,,,,5440645.662,6352195.902,Alumbrado Zona 3,Alumbrado Público,Ambiente y Espacio Público,En Servicio,516941,29-07-2026,,,
43100,Lámpara,Led - 16,En Columna - En Calle,CARAC:58,En Columna - En Calle,,VIRASORO GRAL. BENJAMIN,431,,,,5440672.017,6352190.453,Alumbrado Zona 3,Alumbrado Público,Ambiente y Espacio Público,En Servicio,516940,29-07-2026,,,
41100,Lámpara,Led - 16,En Columna - En Calle,CARAC:58,En Columna - En Calle,,VIRASORO GRAL. BENJAMIN,411,,,,5440698.372,6352185.004,Alumbrado Zona 3,Alumbrado Público,Ambiente y Espacio Público,En Servicio,516939,29-07-2026,,,
125000,Lámpara,Led - 20,En Transversal - En Calle,CARAC:00,En Transversal - En Calle,,GABOTO SEBASTIAN,1250,,,,5439514.9399999995,6352030.65,Alumbrado Zona 3,Alumbrado Público,Ambiente y Espacio Público,En Servicio,516435,08-07-2026,,,
071558,Lámpara,Led - 16,En Transversal - En Calle,CARAC:58,En Transversal - En Calle,,ARRIETA RAFAEL,715,,,,5439727.423628259,6347990.79982482,Alumbrado Zona 3,Alumbrado Público,Ambiente y Espacio Público,En Servicio,515175,01-07-2026,,,
070558,Lámpara,Led - 16,En Transversal - En Calle,CARAC:58,En Transversal - En Calle,,ARRIETA RAFAEL,705,,,,5439750.686964008,6347991.247196661,Alumbrado Zona 3,Alumbrado Público,Ambiente y Espacio Público,En Servicio,515174,01-07-2026,,,
72500,Lámpara,Led - 20,En Transversal - En Calle,CARAC:00,En Transversal - En Calle,,ARRIETA RAFAEL,725,,,,5439696.5,6347994.03,Alumbrado Zona 3,Alumbrado Público,Ambiente y Espacio Público,En Servicio,515173,01-07-2026,,,
70500,Lámpara,Led - 20,En Transversal - En Calle,CARAC:00,En Transversal - En Calle,,ARRIETA RAFAEL,705,,,,5439750.566666666,6347996.463333334,Alumbrado Zona 3,Alumbrado Público,Ambiente y Espacio Público,En Servicio,515172,01-07-2026,,,
446058,Lámpara,Led - 16,En Transversal - En Calle,CARAC:58,En Transversal - En Calle,,CALLAO,4460,,,,5437288.949,6350683.382,Alumbrado Zona 3,Alumbrado Público,Ambiente y Espacio Público,En Servicio,515168,30-06-2026,,,
446058,Lámpara,Led - 16,En Transversal - En Calle,CARAC:58,En Transversal - En Calle,,CALLAO,4460,,,,5437288.948845147,6350683.381813806,Alumbrado Zona 3,Alumbrado Público,Ambiente y Espacio Público,En Servicio,515167,30-06-2026,,,
444058,Lámpara,Led - 16,En Transversal - En Calle,CARAC:58,En Transversal - En Calle,,CALLAO,4440,,,,5437294.615555138,6350707.689017185,Alumbrado Zona 3,Alumbrado Público,Ambiente y Espacio Público,En Servicio,515166,30-06-2026,,,
442058,Lámpara,Led - 16,En Transversal - En Calle,CARAC:58,En Transversal - En Calle,,CALLAO,4420,,,,5437300.338186608,6350735.871113125,Alumbrado Zona 3,Alumbrado Público,Ambiente y Espacio Público,En Servicio,515165,30-06-2026,,,
438158,Lámpara,Led - 27,En Columna - En Calle,CARAC:58,En Columna - En Calle,,NECOCHEA GRAL. MARIANO,4379,,,,5440703.869,6350137.66,Alumbrado Zona 3,Alumbrado Público,Ambiente y Espacio Público,En Servicio,514658,19-06-2026,,,
8058,Lámpara,Led - 27,En Columna - En Calle,CARAC:58,En Columna - En Calle,,URIBURU PTE. JOSE EVARISTO,84,,,,5440711.101,6350133.858,Alumbrado Zona 3,Alumbrado Público,Ambiente y Espacio Público,En Servicio,514657,19-06-2026,,,
7058,Lámpara,Led - 27,En Columna - En Calle,CARAC:58,En Columna - En Calle,,URIBURU PTE. JOSE EVARISTO,72,,,,5440728.101,6350134.902,Alumbrado Zona 3,Alumbrado Público,Ambiente y Espacio Público,En Servicio,514656,19-06-2026,,,
6058,Lámpara,Led - 27,En Columna - En Calle,CARAC:58,En Columna - En Calle,,URIBURU PTE. JOSE EVARISTO,58,,,,5440747.264,6350135.349,Alumbrado Zona 3,Alumbrado Público,Ambiente y Espacio Público,En Servicio,514655,19-06-2026,,,
681100,Lámpara,Led - 27,En Columna - En Túnel,CARAC:00,En Columna - En Túnel,,ESPAÑA,6811,,,,5438633.158367347,6347192.6893877555,Alumbrado Zona 3,Alumbrado Público,Ambiente y Espacio Público,En Servicio,514626,18-06-2026,,,
6781H4,Lámpara,Led - 27,En Columna - En Túnel,CARAC:H4,En Columna - En Túnel,,JUAN PABLO II,8888,,,,5438637.924,6347288.873,Alumbrado Zona 3,Alumbrado Público,Ambiente y Espacio Público,En Servicio,514624,18-06-2026,,,
6791H4,Lámpara,Led - 27,En Columna - En Túnel,CARAC:H4,En Columna - En Túnel,,JUAN PABLO II,8886,,,,5438637.607,6347276.419,Alumbrado Zona 3,Alumbrado Público,Ambiente y Espacio Público,En Servicio,514623,18-06-2026,,,
6805H4,Lámpara,Led - 27,En Columna - En Túnel,CARAC:H4,En Columna - En Túnel,,ROSA JOSE MARIA,8801,,,,5438641.95,6347222.364,Alumbrado Zona 3,Alumbrado Público,Ambiente y Espacio Público,En Servicio,514622,18-06-2026,,,
6807H4,Lámpara,Led - 27,En Columna - En Túnel,CARAC:H4,En Columna - En Túnel,,ROSA JOSE MARIA,8803,,,,5438642.1,6347208.645,Alumbrado Zona 3,Alumbrado Público,Ambiente y Espacio Público,En Servicio,514621,18-06-2026,,,
71168,Lámpara,Led - 27,En Columna - En Espacios Verdes,CARAC:68,En Columna - En Espacios Verdes,,VEINTICUATRO DE SEPTIEMBRE,771,,,,5439959.251,6351125.595,Alumbrado Zona 3,Alumbrado Público,Ambiente y Espacio Público,En Servicio,512487,21-04-2026,,,
71168,Lámpara,Led - 27,En Columna - En Espacios Verdes,CARAC:68,En Columna - En Espacios Verdes,,VEINTICUATRO DE SEPTIEMBRE,771,,,,5439959.251,6351125.595,Alumbrado Zona 3,Alumbrado Público,Ambiente y Espacio Público,En Servicio,512486,21-04-2026,,,
71168,Lámpara,Led - 27,En Columna - En Espacios Verdes,CARAC:68,En Columna - En Espacios Verdes,,VEINTICUATRO DE SEPTIEMBRE,771,,,,5439959.251,6351125.595,Alumbrado Zona 3,Alumbrado Público,Ambiente y Espacio Público,En Servicio,512485,21-04-2026,,,
648058,Lámpara,Led - 27,En Columna - En Camino Lateral,CARAC:58,En Columna - En Camino Lateral,,JUAN PABLO II,6480,,,,5435851.921,6348802.702,Alumbrado Zona 3,Alumbrado Público,Ambiente y Espacio Público,En Servicio,512484,21-04-2026,,,
648000,Lámpara,Led - 27,En Columna - En Camino Lateral,CARAC:00,En Columna - En Camino Lateral,,JUAN PABLO II,6480,,,,5435851.921,6348802.702,Alumbrado Zona 3,Alumbrado Público,Ambiente y Espacio Público,En Servicio,512483,21-04-2026,,,
649458,Lámpara,Led - 27,En Columna - En Camino Lateral,CARAC:58,En Columna - En Camino Lateral,,JUAN PABLO II,6494,,,,5435872.139,6348787.103,Alumbrado Zona 3,Alumbrado Público,Ambiente y Espacio Público,En Servicio,512482,21-04-2026,,,
649400,Lámpara,Led - 27,En Columna - En Camino Lateral,CARAC:00,En Columna - En Camino Lateral,,JUAN PABLO II,6494,,,,5435872.139,6348787.103,Alumbrado Zona 3,Alumbrado Público,Ambiente y Espacio Público,En Servicio,512481,21-04-2026,,,
651458,Lámpara,Led - 27,En Columna - En Camino Lateral,CARAC:58,En Columna - En Camino Lateral,,JUAN PABLO II,6514,,,,5435902.11,6348767.492,Alumbrado Zona 3,Alumbrado Público,Ambiente y Espacio Público,En Servicio,512480,21-04-2026,,,
651400,Lámpara,Led - 27,En Columna - En Camino Lateral,CARAC:00,En Columna - En Camino Lateral,,JUAN PABLO II,6514,,,,5435902.11,6348767.492,Alumbrado Zona 3,Alumbrado Público,Ambiente y Espacio Público,En Servicio,512479,21-04-2026,,,
370168,Lámpara,Led - 27,En Columna - En Espacios Verdes,CARAC:68,En Columna - En Espacios Verdes,,NUESTRA SRA DEL ROSARIO,3742,,,,5435852.122,6348856.051,Alumbrado Zona 3,Alumbrado Público,Ambiente y Espacio Público,En Servicio,512475,21-04-2026,,,
370168,Lámpara,Led - 27,En Columna - En Espacios Verdes,CARAC:68,En Columna - En Espacios Verdes,,NUESTRA SRA DEL ROSARIO,3742,,,,5435852.122,6348856.051,Alumbrado Zona 3,Alumbrado Público,Ambiente y Espacio Público,En Servicio,512474,21-04-2026,,,
370268,Lámpara,Led - 27,En Columna - En Espacios Verdes,CARAC:68,En Columna - En Espacios Verdes,,NUESTRA SRA DEL ROSARIO,3742,,,,5435851.853,6348846.054,Alumbrado Zona 3,Alumbrado Público,Ambiente y Espacio Público,En Servicio,512473,21-04-2026,,,
370268,Lámpara,Led - 27,En Columna - En Espacios Verdes,CARAC:68,En Columna - En Espacios Verdes,,NUESTRA SRA DEL ROSARIO,3742,,,,5435851.853,6348846.054,Alumbrado Zona 3,Alumbrado Público,Ambiente y Espacio Público,En Servicio,512472,21-04-2026,,,
360168,Lámpara,Led - 16,En Columna - En Espacios Verdes,CARAC:68,En Columna - En Espacios Verdes,,NUESTRA SRA DEL ROSARIO,3681,,,,5435883.465,6348863.214,Alumbrado Zona 3,Alumbrado Público,Ambiente y Espacio Público,En Servicio,512471,21-04-2026,,,
360268,Lámpara,Led - 16,En Columna - En Espacios Verdes,CARAC:68,En Columna - En Espacios Verdes,,NUESTRA SRA DEL ROSARIO,3693,,,,5435867.018,6348863.334,Alumbrado Zona 3,Alumbrado Público,Ambiente y Espacio Público,En Servicio,512470,21-04-2026,,,
360468,Lámpara,Led - 27,En Columna - En Espacios Verdes,CARAC:68,En Columna - En Espacios Verdes,,JUAN PABLO II,6484,,,,5435862.19,6348805.354,Alumbrado Zona 3,Alumbrado Público,Ambiente y Espacio Público,En Servicio,512469,21-04-2026,,,
360468,Lámpara,Led - 27,En Columna - En Espacios Verdes,CARAC:68,En Columna - En Espacios Verdes,,JUAN PABLO II,6484,,,,5435862.19,6348805.354,Alumbrado Zona 3,Alumbrado Público,Ambiente y Espacio Público,En Servicio,512468,21-04-2026,,,
360468,Lámpara,Led - 27,En Columna - En Espacios Verdes,CARAC:68,En Columna - En Espacios Verdes,,JUAN PABLO II,6484,,,,5435862.19,6348805.354,Alumbrado Zona 3,Alumbrado Público,Ambiente y Espacio Público,En Servicio,512467,21-04-2026,,,
360468,Lámpara,Led - 27,En Columna - En Espacios Verdes,CARAC:68,En Columna - En Espacios Verdes,,JUAN PABLO II,6484,,,,5435862.19,6348805.354,Alumbrado Zona 3,Alumbrado Público,Ambiente y Espacio Público,En Servicio,512466,21-04-2026,,,
360468,Lámpara,Led - 27,En Columna - En Espacios Verdes,CARAC:68,En Columna - En Espacios Verdes,,JUAN PABLO II,6484,,,,5435862.19,6348805.354,Alumbrado Zona 3,Alumbrado Público,Ambiente y Espacio Público,En Servicio,512465,21-04-2026,,,
360368,Lámpara,Led - 27,En Columna - En Espacios Verdes,CARAC:68,En Columna - En Espacios Verdes,,JUAN PABLO II,6474,,,,5435861.317,6348833.72,Alumbrado Zona 3,Alumbrado Público,Ambiente y Espacio Público,En Servicio,512464,21-04-2026,,,
360368,Lámpara,Led - 27,En Columna - En Espacios Verdes,CARAC:68,En Columna - En Espacios Verdes,,JUAN PABLO II,6474,,,,5435861.317,6348833.72,Alumbrado Zona 3,Alumbrado Público,Ambiente y Espacio Público,En Servicio,512463,21-04-2026,,,
360368,Lámpara,Led - 27,En Columna - En Espacios Verdes,CARAC:68,En Columna - En Espacios Verdes,,JUAN PABLO II,6474,,,,5435861.317,6348833.72,Alumbrado Zona 3,Alumbrado Público,Ambiente y Espacio Público,En Servicio,512462,21-04-2026,,,
360368,Lámpara,Led - 27,En Columna - En Espacios Verdes,CARAC:68,En Columna - En Espacios Verdes,,JUAN PABLO II,6474,,,,5435861.317,6348833.72,Alumbrado Zona 3,Alumbrado Público,Ambiente y Espacio Público,En Servicio,512461,21-04-2026,,,
360368,Lámpara,Led - 27,En Columna - En Espacios Verdes,CARAC:68,En Columna - En Espacios Verdes,,JUAN PABLO II,6474,,,,5435861.317,6348833.72,Alumbrado Zona 3,Alumbrado Público,Ambiente y Espacio Público,En Servicio,512460,21-04-2026,,,
568458,Lámpara,Led - 20,En Columna - En Calle,CARAC:58,En Columna - En Calle,,AVELLANEDA NICOLAS,5684,,,,5435612.146458333,6348551.648333333,Alumbrado Zona 3,Alumbrado Público,Ambiente y Espacio Público,En Servicio,512358,20-04-2026,,,
