Nº de serie,Tipo,Clasificación,Tipo de ubicación,Descripción,Tipo de ubicación,Lugar asociado,Ubicación: Calle,Ubicación: Altura,Ubicación: Letra,Ubicación: Bis,Ubicación: Intersección,Ubicación: Coordenada X,Ubicación: Coordenada Y,Responsable,Dirección,Secretaría,Estado,ID,Fecha alta,Fecha baja,Archivo imagen,
450579,Lámpara,Sodio - 150,En Columna - En Espacios Verdes,CARAC 79,En Columna - En Espacios Verdes,,VILLARINO,3568,,,,5436227.014,6350755.184,Alumbrado Zona 3,Alumbrado Público,Ambiente y Espacio Público,En Servicio,226569,06-01-2020,,,
450379,Lámpara,Sodio - 150,En Columna - En Espacios Verdes,CARAC 79,En Columna - En Espacios Verdes,,HUEMUL,4569,A,,,5436211.544,6350774.657,Alumbrado Zona 3,Alumbrado Público,Ambiente y Espacio Público,En Servicio,226568,06-01-2020,,,
450179,Lámpara,Sodio - 150,En Columna - En Espacios Verdes,CARAC 79,En Columna - En Espacios Verdes,,HUEMUL,4575,A,,,5436198.411,6350767.044,Alumbrado Zona 3,Alumbrado Público,Ambiente y Espacio Público,En Servicio,226567,06-01-2020,,,
450978,Lámpara,Sodio - 150,En Columna - En Espacios Verdes,CARAC 78,En Columna - En Espacios Verdes,,MOSCONI GENERAL,3526,,,,5436262.903,6350837.431,Alumbrado Zona 3,Alumbrado Público,Ambiente y Espacio Público,En Servicio,226566,06-01-2020,,,
450778,Lámpara,Sodio - 150,En Columna - En Espacios Verdes,CARAC 78,En Columna - En Espacios Verdes,,PIEDRABUENA LUIS,4554,A,,,5436264.486,6350866.813,Alumbrado Zona 3,Alumbrado Público,Ambiente y Espacio Público,En Servicio,226565,06-01-2020,,,
450478,Lámpara,Sodio - 150,En Columna - En Espacios Verdes,CARAC 78,En Columna - En Espacios Verdes,,MOSCONI GENERAL,3570,,,,5436219.427,6350852.236,Alumbrado Zona 3,Alumbrado Público,Ambiente y Espacio Público,En Servicio,226564,06-01-2020,,,
450478,Lámpara,Sodio - 150,En Columna - En Espacios Verdes,CARAC 78,En Columna - En Espacios Verdes,,MOSCONI GENERAL,3570,,,,5436219.427,6350852.236,Alumbrado Zona 3,Alumbrado Público,Ambiente y Espacio Público,En Servicio,226563,06-01-2020,,,
450278,Lámpara,Sodio - 150,En Columna - En Espacios Verdes,CARAC 78,En Columna - En Espacios Verdes,,MOSCONI GENERAL,3578,,,,5436212.521,6350847.858,Alumbrado Zona 3,Alumbrado Público,Ambiente y Espacio Público,En Servicio,226562,06-01-2020,,,
450178,Lámpara,Sodio - 150,En Columna - En Espacios Verdes,CARAC 78,En Columna - En Espacios Verdes,,HUEMUL,4525,A,,,5436197.565,6350866.379,Alumbrado Zona 3,Alumbrado Público,Ambiente y Espacio Público,En Servicio,226561,06-01-2020,,,
340877,Lámpara,Sodio - 150,En Columna - En Espacios Verdes,CARAC 77,En Columna - En Espacios Verdes,,MOSCONI GENERAL,3426,,,,5436350.615,6350805.745,Alumbrado Zona 3,Alumbrado Público,Ambiente y Espacio Público,En Servicio,226560,06-01-2020,,,
340677,Lámpara,Sodio - 150,En Columna - En Espacios Verdes,CARAC 77,En Columna - En Espacios Verdes,,MOSCONI GENERAL,3434,,,,5436340.453,6350823.675,Alumbrado Zona 3,Alumbrado Público,Ambiente y Espacio Público,En Servicio,226559,06-01-2020,,,
340477,Lámpara,Sodio - 150,En Columna - En Espacios Verdes,CARAC 77,En Columna - En Espacios Verdes,,MOSCONI GENERAL,3430,,,,5436351.148,6350826.744,Alumbrado Zona 3,Alumbrado Público,Ambiente y Espacio Público,En Servicio,226558,06-01-2020,,,
340477,Lámpara,Sodio - 150,En Columna - En Espacios Verdes,CARAC 77,En Columna - En Espacios Verdes,,MOSCONI GENERAL,3430,,,,5436351.148,6350826.744,Alumbrado Zona 3,Alumbrado Público,Ambiente y Espacio Público,En Servicio,226557,06-01-2020,,,
340477,Lámpara,Sodio - 150,En Columna - En Espacios Verdes,CARAC 77,En Columna - En Espacios Verdes,,MOSCONI GENERAL,3430,,,,5436351.148,6350826.744,Alumbrado Zona 3,Alumbrado Público,Ambiente y Espacio Público,En Servicio,226556,06-01-2020,,,
340277,Lámpara,Sodio - 150,En Columna - En Espacios Verdes,CARAC 77,En Columna - En Espacios Verdes,,LISTA RAMON,3429,,,,5436371.47,6350842.872,Alumbrado Zona 3,Alumbrado Público,Ambiente y Espacio Público,En Servicio,226555,06-01-2020,,,
340177,Lámpara,Sodio - 150,En Columna - En Espacios Verdes,CARAC 77,En Columna - En Espacios Verdes,,LISTA RAMON,3453,,,,5436356.629,6350859.439,Alumbrado Zona 3,Alumbrado Público,Ambiente y Espacio Público,En Servicio,226554,06-01-2020,,,
450975,Lámpara,Sodio - 150,En Columna - En Espacios Verdes,CARAC 75,En Columna - En Espacios Verdes,,MOSCONI GENERAL,3336,,,,5436471.887,6350763.654,Alumbrado Zona 3,Alumbrado Público,Ambiente y Espacio Público,En Servicio,226553,06-01-2020,,,
450875,Lámpara,Sodio - 150,En Columna - En Espacios Verdes,CARAC 75,En Columna - En Espacios Verdes,,MOSCONI GENERAL,3348,,,,5436458.201,6350772.67,Alumbrado Zona 3,Alumbrado Público,Ambiente y Espacio Público,En Servicio,226552,06-01-2020,,,
450875,Lámpara,Sodio - 150,En Columna - En Espacios Verdes,CARAC 75,En Columna - En Espacios Verdes,,MOSCONI GENERAL,3348,,,,5436458.201,6350772.67,Alumbrado Zona 3,Alumbrado Público,Ambiente y Espacio Público,En Servicio,226551,06-01-2020,,,
450575,Lámpara,Sodio - 150,En Columna - En Espacios Verdes,CARAC 75,En Columna - En Espacios Verdes,,MOSCONI GENERAL,3360,,,,5436444.153,6350780.011,Alumbrado Zona 3,Alumbrado Público,Ambiente y Espacio Público,En Servicio,226550,06-01-2020,,,
450575,Lámpara,Sodio - 150,En Columna - En Espacios Verdes,CARAC 75,En Columna - En Espacios Verdes,,MOSCONI GENERAL,3360,,,,5436444.153,6350780.011,Alumbrado Zona 3,Alumbrado Público,Ambiente y Espacio Público,En Servicio,226549,06-01-2020,,,
450275,Lámpara,Sodio - 150,En Columna - En Espacios Verdes,CARAC 75,En Columna - En Espacios Verdes,,MASCARDI,4563,A,,,5436420.6,6350784.875,Alumbrado Zona 3,Alumbrado Público,Ambiente y Espacio Público,En Servicio,226548,06-01-2020,,,
450275,Lámpara,Sodio - 150,En Columna - En Espacios Verdes,CARAC 75,En Columna - En Espacios Verdes,,MASCARDI,4563,A,,,5436420.6,6350784.875,Alumbrado Zona 3,Alumbrado Público,Ambiente y Espacio Público,En Servicio,226547,06-01-2020,,,
450175,Lámpara,Sodio - 150,En Columna - En Espacios Verdes,CARAC 75,En Columna - En Espacios Verdes,,MASCARDI,4547,A,,,5436416.555,6350804.173,Alumbrado Zona 3,Alumbrado Público,Ambiente y Espacio Público,En Servicio,226546,06-01-2020,,,
390467,Lámpara,Sodio - 150,En Columna - En Espacios Verdes,CARAC 67,En Columna - En Espacios Verdes,,RODRIGUEZ MARTIN,3932,,,,5437544.733,6351333.753,Alumbrado Zona 3,Alumbrado Público,Ambiente y Espacio Público,En Servicio,226545,06-01-2020,,,
390367,Lámpara,Sodio - 150,En Columna - En Espacios Verdes,CARAC 67,En Columna - En Espacios Verdes,,ALCORTA AMANCIO,3931,,,,5437527.451,6351338.678,Alumbrado Zona 3,Alumbrado Público,Ambiente y Espacio Público,En Servicio,226544,06-01-2020,,,
390367,Lámpara,Sodio - 150,En Columna - En Espacios Verdes,CARAC 67,En Columna - En Espacios Verdes,,ALCORTA AMANCIO,3948,,,,5437475.687,6351324.866,Alumbrado Zona 3,Alumbrado Público,Ambiente y Espacio Público,En Servicio,226543,06-01-2020,,,
390367,Lámpara,Sodio - 150,En Columna - En Espacios Verdes,CARAC 67,En Columna - En Espacios Verdes,,ALCORTA AMANCIO,3948,,,,5437475.687,6351324.866,Alumbrado Zona 3,Alumbrado Público,Ambiente y Espacio Público,En Servicio,226542,06-01-2020,,,
390267,Lámpara,Sodio - 150,En Columna - En Espacios Verdes,CARAC 67,En Columna - En Espacios Verdes,,RODRIGUEZ MARTIN,3976,,,,5437536.428,6351274.351,Alumbrado Zona 3,Alumbrado Público,Ambiente y Espacio Público,En Servicio,226541,06-01-2020,,,
390267,Lámpara,Sodio - 150,En Columna - En Espacios Verdes,CARAC 67,En Columna - En Espacios Verdes,,CALLAO,3947,,,,5437454.942,6351330.321,Alumbrado Zona 3,Alumbrado Público,Ambiente y Espacio Público,En Servicio,226540,06-01-2020,,,
390267,Lámpara,Sodio - 150,En Columna - En Espacios Verdes,CARAC 67,En Columna - En Espacios Verdes,,CALLAO,3947,,,,5437454.942,6351330.321,Alumbrado Zona 3,Alumbrado Público,Ambiente y Espacio Público,En Servicio,226539,06-01-2020,,,
390167,Lámpara,Sodio - 150,En Columna - En Espacios Verdes,CARAC 67,En Columna - En Espacios Verdes,,ALCORTA AMANCIO,3975,,,,5437516.134,6351278.953,Alumbrado Zona 3,Alumbrado Público,Ambiente y Espacio Público,En Servicio,226538,06-01-2020,,,
390167,Lámpara,Sodio - 150,En Columna - En Espacios Verdes,CARAC 67,En Columna - En Espacios Verdes,,CALLAO,3919,,,,5437464.213,6351367.482,Alumbrado Zona 3,Alumbrado Público,Ambiente y Espacio Público,En Servicio,226537,06-01-2020,,,
390167,Lámpara,Sodio - 150,En Columna - En Espacios Verdes,CARAC 67,En Columna - En Espacios Verdes,,CALLAO,3919,,,,5437464.213,6351367.482,Alumbrado Zona 3,Alumbrado Público,Ambiente y Espacio Público,En Servicio,226536,06-01-2020,,,
290385,Lámpara,Sodio - 150,En Columna - En Espacios Verdes,CARAC 85,En Columna - En Espacios Verdes,,RODRIGUEZ MARTIN,2967,,,,5437828.825,6352554.641,Alumbrado Zona 3,Alumbrado Público,Ambiente y Espacio Público,En Servicio,226535,06-01-2020,,,
290385,Lámpara,Sodio - 150,En Columna - En Espacios Verdes,CARAC 85,En Columna - En Espacios Verdes,,RODRIGUEZ MARTIN,2967,,,,5437828.825,6352554.641,Alumbrado Zona 3,Alumbrado Público,Ambiente y Espacio Público,En Servicio,226534,06-01-2020,,,
290285,Lámpara,Sodio - 150,En Columna - En Espacios Verdes,CARAC 85,En Columna - En Espacios Verdes,,RODRIGUEZ MARTIN,2937,,,,5437864.698,6352587.354,Alumbrado Zona 3,Alumbrado Público,Ambiente y Espacio Público,En Servicio,226533,06-01-2020,,,
290285,Lámpara,Sodio - 150,En Columna - En Espacios Verdes,CARAC 85,En Columna - En Espacios Verdes,,RODRIGUEZ MARTIN,2937,,,,5437864.698,6352587.354,Alumbrado Zona 3,Alumbrado Público,Ambiente y Espacio Público,En Servicio,226532,06-01-2020,,,
290185,Lámpara,Sodio - 150,En Columna - En Espacios Verdes,CARAC 85,En Columna - En Espacios Verdes,,RODRIGUEZ MARTIN,2933,,,,5437864.155,6352594.074,Alumbrado Zona 3,Alumbrado Público,Ambiente y Espacio Público,En Servicio,226531,06-01-2020,,,
290185,Lámpara,Sodio - 150,En Columna - En Espacios Verdes,CARAC 85,En Columna - En Espacios Verdes,,RODRIGUEZ MARTIN,2933,,,,5437864.155,6352594.074,Alumbrado Zona 3,Alumbrado Público,Ambiente y Espacio Público,En Servicio,226530,06-01-2020,,,
270275,Lámpara,Sodio - 150,En Columna - En Espacios Verdes,CARAC 75,En Columna - En Espacios Verdes,,BRANDAZZA ANGEL ENRIQUE,2852,,,,5437684.351,6352716.664,Alumbrado Zona 3,Alumbrado Público,Ambiente y Espacio Público,En Servicio,226529,06-01-2020,,,
530168,Lámpara,Sodio - 150,En Columna - En Espacios Verdes,CARAC 68,En Columna - En Espacios Verdes,,MESSINA,5318,,,,5442388.692,6349106.354,Alumbrado Zona 3,Alumbrado Público,Ambiente y Espacio Público,En Servicio,226528,06-01-2020,,,
530168,Lámpara,Sodio - 150,En Columna - En Espacios Verdes,CARAC 68,En Columna - En Espacios Verdes,,MESSINA,5318,,,,5442388.692,6349106.354,Alumbrado Zona 3,Alumbrado Público,Ambiente y Espacio Público,En Servicio,226527,06-01-2020,,,
0107E3,Lámpara,Led - 27,En Columna - En Fonavi,CARAC E3,En Columna - En Fonavi,,GASPARY FERNANDO,4768,,,,5441550.1,6349920.256,Alumbrado Zona 3,Alumbrado Público,Ambiente y Espacio Público,En Servicio,226526,06-01-2020,,,
0106E3,Lámpara,Led - 27,En Columna - En Fonavi,CARAC E3,En Columna - En Fonavi,,SANCHEZ DE THOMPSON MARIQUITA,216,,Bis,,5441487.911,6349914.533,Alumbrado Zona 3,Alumbrado Público,Ambiente y Espacio Público,En Servicio,226525,06-01-2020,,,
0105E3,Lámpara,Led - 27,En Columna - En Fonavi,CARAC E3,En Columna - En Fonavi,,SANCHEZ DE THOMPSON MARIQUITA,188,,Bis,,5441435.86,6349916.605,Alumbrado Zona 3,Alumbrado Público,Ambiente y Espacio Público,En Servicio,226524,06-01-2020,,,
0104E3,Lámpara,Led - 27,En Columna - En Fonavi,CARAC E3,En Columna - En Fonavi,,SANCHEZ DE THOMPSON MARIQUITA,172,,Bis,,5441403.682,6349917.759,Alumbrado Zona 3,Alumbrado Público,Ambiente y Espacio Público,En Servicio,226523,06-01-2020,,,
0103E3,Lámpara,Led - 27,En Columna - En Fonavi,CARAC E3,En Columna - En Fonavi,,SANCHEZ DE THOMPSON MARIQUITA,152,,Bis,,5441359.651,6349911.742,Alumbrado Zona 3,Alumbrado Público,Ambiente y Espacio Público,En Servicio,226522,06-01-2020,,,
0102E3,Lámpara,Led - 27,En Columna - En Fonavi,CARAC E3,En Columna - En Fonavi,,SANCHEZ DE THOMPSON MARIQUITA,138,,Bis,,5441331.07,6349910.036,Alumbrado Zona 3,Alumbrado Público,Ambiente y Espacio Público,En Servicio,226521,06-01-2020,,,
0101E3,Lámpara,Led - 27,En Columna - En Fonavi,CARAC E3,En Columna - En Fonavi,,SANCHEZ DE THOMPSON MARIQUITA,128,,Bis,,5441306.522,6349910.369,Alumbrado Zona 3,Alumbrado Público,Ambiente y Espacio Público,En Servicio,226520,06-01-2020,,,
0102E2,Lámpara,Sodio - 150,En Columna - En Espacios Verdes,CARAC E2,En Columna - En Espacios Verdes,,LAFERRERE GREGORIO DE,4792,,,,5441426.269,6349926.412,Alumbrado Zona 3,Alumbrado Público,Ambiente y Espacio Público,En Servicio,226519,06-01-2020,,,
0101E2,Lámpara,Sodio - 150,En Columna - En Espacios Verdes,CARAC E2,En Columna - En Espacios Verdes,,ISOLA DEMETRIO,185,,Bis,,5441427.806,6349991.569,Alumbrado Zona 3,Alumbrado Público,Ambiente y Espacio Público,En Servicio,226518,06-01-2020,,,
0102E1,Lámpara,Sodio - 150,En Columna - En Espacios Verdes,CARAC E1,En Columna - En Espacios Verdes,,RIVAROLA PANTALEON,4795,,,,5441359.853,6349926.016,Alumbrado Zona 3,Alumbrado Público,Ambiente y Espacio Público,En Servicio,226517,06-01-2020,,,
0101E1,Lámpara,Sodio - 150,En Columna - En Espacios Verdes,CARAC E1,En Columna - En Espacios Verdes,,ISOLA DEMETRIO,149,,Bis,,5441356.101,6349990.183,Alumbrado Zona 3,Alumbrado Público,Ambiente y Espacio Público,En Servicio,226516,06-01-2020,,,
0102E0,Lámpara,Sodio - 150,En Columna - En Espacios Verdes,CARAC E0,En Columna - En Espacios Verdes,,RIVAROLA PANTALEON,4794,,,,5441292.972,6349922.743,Alumbrado Zona 3,Alumbrado Público,Ambiente y Espacio Público,En Servicio,226515,06-01-2020,,,
0101E0,Lámpara,Sodio - 150,En Columna - En Espacios Verdes,CARAC E0,En Columna - En Espacios Verdes,,ISOLA DEMETRIO,117,,Bis,,5441290.664,6349986.919,Alumbrado Zona 3,Alumbrado Público,Ambiente y Espacio Público,En Servicio,226514,06-01-2020,,,
060369,Lámpara,Led - 27,En Columna - En Espacios Verdes,CARAC 69,En Columna - En Espacios Verdes,,ISOLA DEMETRIO,433,,Bis,,5441815.78,6349999.039,Alumbrado Zona 3,Alumbrado Público,Ambiente y Espacio Público,En Servicio,226513,06-01-2020,,,
060369,Lámpara,Led - 27,En Columna - En Espacios Verdes,CARAC 69,En Columna - En Espacios Verdes,,ISOLA DEMETRIO,433,,Bis,,5441815.78,6349999.039,Alumbrado Zona 3,Alumbrado Público,Ambiente y Espacio Público,En Servicio,226512,06-01-2020,,,
060269,Lámpara,Led - 27,En Columna - En Espacios Verdes,CARAC 69,En Columna - En Espacios Verdes,,ISOLA DEMETRIO,419,,Bis,,5441798.71,6349999.646,Alumbrado Zona 3,Alumbrado Público,Ambiente y Espacio Público,En Servicio,226511,06-01-2020,,,
060269,Lámpara,Led - 27,En Columna - En Espacios Verdes,CARAC 69,En Columna - En Espacios Verdes,,ISOLA DEMETRIO,419,,Bis,,5441798.71,6349999.646,Alumbrado Zona 3,Alumbrado Público,Ambiente y Espacio Público,En Servicio,226510,06-01-2020,,,
060169,Lámpara,Led - 27,En Columna - En Espacios Verdes,CARAC 69,En Columna - En Espacios Verdes,,MAESTROS SANTAFESINOS,4713,,,,5441786.259,6350000.811,Alumbrado Zona 3,Alumbrado Público,Ambiente y Espacio Público,En Servicio,226509,06-01-2020,,,
060169,Lámpara,Led - 27,En Columna - En Espacios Verdes,CARAC 69,En Columna - En Espacios Verdes,,MAESTROS SANTAFESINOS,4713,,,,5441786.259,6350000.811,Alumbrado Zona 3,Alumbrado Público,Ambiente y Espacio Público,En Servicio,226508,06-01-2020,,,
060569,Lámpara,Led - 27,En Columna - En Espacios Verdes,CARAC 69,En Columna - En Espacios Verdes,,ISOLA DEMETRIO,437,,Bis,,5441821.562,6349983.326,Alumbrado Zona 3,Alumbrado Público,Ambiente y Espacio Público,En Servicio,226507,06-01-2020,,,
060569,Lámpara,Led - 27,En Columna - En Espacios Verdes,CARAC 69,En Columna - En Espacios Verdes,,ISOLA DEMETRIO,437,,Bis,,5441821.562,6349983.326,Alumbrado Zona 3,Alumbrado Público,Ambiente y Espacio Público,En Servicio,226506,06-01-2020,,,
060469,Lámpara,Led - 27,En Columna - En Espacios Verdes,CARAC 69,En Columna - En Espacios Verdes,,MAESTROS SANTAFESINOS,4733,,,,5441793.847,6349980.154,Alumbrado Zona 3,Alumbrado Público,Ambiente y Espacio Público,En Servicio,226505,06-01-2020,,,
060469,Lámpara,Led - 27,En Columna - En Espacios Verdes,CARAC 69,En Columna - En Espacios Verdes,,MAESTROS SANTAFESINOS,4733,,,,5441793.847,6349980.154,Alumbrado Zona 3,Alumbrado Público,Ambiente y Espacio Público,En Servicio,226504,06-01-2020,,,
000177,Lámpara,Sodio - 1000,En Columna - En Espacios Verdes,CARAC 77,En Columna - En Espacios Verdes,,CENTENARIO,47,,,,5441123.79,6348358.25,Alumbrado Zona 3,Alumbrado Público,Ambiente y Espacio Público,En Servicio,226503,06-01-2020,,,
000177,Lámpara,Sodio - 1000,En Columna - En Espacios Verdes,CARAC 77,En Columna - En Espacios Verdes,,CENTENARIO,47,,,,5441123.79,6348358.25,Alumbrado Zona 3,Alumbrado Público,Ambiente y Espacio Público,En Servicio,226502,06-01-2020,,,
000177,Lámpara,Sodio - 1000,En Columna - En Espacios Verdes,CARAC 77,En Columna - En Espacios Verdes,,CENTENARIO,47,,,,5441123.79,6348358.25,Alumbrado Zona 3,Alumbrado Público,Ambiente y Espacio Público,En Servicio,226501,06-01-2020,,,
000177,Lámpara,Sodio - 1000,En Columna - En Espacios Verdes,CARAC 77,En Columna - En Espacios Verdes,,CENTENARIO,47,,,,5441123.79,6348358.25,Alumbrado Zona 3,Alumbrado Público,Ambiente y Espacio Público,En Servicio,226500,06-01-2020,,,
000177,Lámpara,Sodio - 1000,En Columna - En Espacios Verdes,CARAC 77,En Columna - En Espacios Verdes,,CENTENARIO,47,,,,5441123.79,6348358.25,Alumbrado Zona 3,Alumbrado Público,Ambiente y Espacio Público,En Servicio,226499,06-01-2020,,,
000177,Lámpara,Sodio - 1000,En Columna - En Espacios Verdes,CARAC 77,En Columna - En Espacios Verdes,,CENTENARIO,47,,,,5441123.79,6348358.25,Alumbrado Zona 3,Alumbrado Público,Ambiente y Espacio Público,En Servicio,226498,06-01-2020,,,
000177,Lámpara,Sodio - 1000,En Columna - En Espacios Verdes,CARAC 77,En Columna - En Espacios Verdes,,CENTENARIO,47,,,,5441123.79,6348358.25,Alumbrado Zona 3,Alumbrado Público,Ambiente y Espacio Público,En Servicio,226497,06-01-2020,,,
000177,Lámpara,Sodio - 1000,En Columna - En Espacios Verdes,CARAC 77,En Columna - En Espacios Verdes,,CENTENARIO,47,,,,5441123.79,6348358.25,Alumbrado Zona 3,Alumbrado Público,Ambiente y Espacio Público,En Servicio,226496,06-01-2020,,,
000176,Lámpara,Sodio - 1000,En Columna - En Espacios Verdes,CARAC 76,En Columna - En Espacios Verdes,,CENTENARIO,47,,,,5441118.86,6348461.551,Alumbrado Zona 3,Alumbrado Público,Ambiente y Espacio Público,En Servicio,226495,06-01-2020,,,
000176,Lámpara,Sodio - 1000,En Columna - En Espacios Verdes,CARAC 76,En Columna - En Espacios Verdes,,CENTENARIO,47,,,,5441118.86,6348461.551,Alumbrado Zona 3,Alumbrado Público,Ambiente y Espacio Público,En Servicio,226494,06-01-2020,,,
000176,Lámpara,Sodio - 1000,En Columna - En Espacios Verdes,CARAC 76,En Columna - En Espacios Verdes,,CENTENARIO,47,,,,5441118.86,6348461.551,Alumbrado Zona 3,Alumbrado Público,Ambiente y Espacio Público,En Servicio,226493,06-01-2020,,,
000176,Lámpara,Sodio - 1000,En Columna - En Espacios Verdes,CARAC 76,En Columna - En Espacios Verdes,,CENTENARIO,47,,,,5441118.86,6348461.551,Alumbrado Zona 3,Alumbrado Público,Ambiente y Espacio Público,En Servicio,226492,06-01-2020,,,
000176,Lámpara,Sodio - 1000,En Columna - En Espacios Verdes,CARAC 76,En Columna - En Espacios Verdes,,CENTENARIO,47,,,,5441118.86,6348461.551,Alumbrado Zona 3,Alumbrado Público,Ambiente y Espacio Público,En Servicio,226491,06-01-2020,,,
000176,Lámpara,Sodio - 1000,En Columna - En Espacios Verdes,CARAC 76,En Columna - En Espacios Verdes,,CENTENARIO,47,,,,5441118.86,6348461.551,Alumbrado Zona 3,Alumbrado Público,Ambiente y Espacio Público,En Servicio,226490,06-01-2020,,,
000176,Lámpara,Sodio - 1000,En Columna - En Espacios Verdes,CARAC 76,En Columna - En Espacios Verdes,,CENTENARIO,47,,,,5441118.86,6348461.551,Alumbrado Zona 3,Alumbrado Público,Ambiente y Espacio Público,En Servicio,226489,06-01-2020,,,
000176,Lámpara,Sodio - 1000,En Columna - En Espacios Verdes,CARAC 76,En Columna - En Espacios Verdes,,CENTENARIO,47,,,,5441118.86,6348461.551,Alumbrado Zona 3,Alumbrado Público,Ambiente y Espacio Público,En Servicio,226488,06-01-2020,,,
310768,Lámpara,Mercurio Halogenado - 400,En Columna - En Espacios Verdes,CARAC 68,En Columna - En Espacios Verdes,,PIAMONTE,3335,,,,5436470.628,6345992.551,Alumbrado Zona 3,Alumbrado Público,Ambiente y Espacio Público,En Servicio,226487,06-01-2020,,,
310668,Lámpara,Mercurio Halogenado - 400,En Columna - En Espacios Verdes,CARAC 68,En Columna - En Espacios Verdes,,LAGOS OVIDIO,7667,,,,5436403.412,6345995.151,Alumbrado Zona 3,Alumbrado Público,Ambiente y Espacio Público,En Servicio,226486,06-01-2020,,,
310568,Lámpara,Mercurio Halogenado - 400,En Columna - En Espacios Verdes,CARAC 68,En Columna - En Espacios Verdes,,PIAMONTE,3335,,,,5436468.633,6346012.067,Alumbrado Zona 3,Alumbrado Público,Ambiente y Espacio Público,En Servicio,226485,06-01-2020,,,
310468,Lámpara,Mercurio Halogenado - 400,En Columna - En Espacios Verdes,CARAC 68,En Columna - En Espacios Verdes,,LAGOS OVIDIO,7653,,,,5436404.953,6346010.708,Alumbrado Zona 3,Alumbrado Público,Ambiente y Espacio Público,En Servicio,226484,06-01-2020,,,
310368,Lámpara,Mercurio Halogenado - 400,En Columna - En Espacios Verdes,CARAC 68,En Columna - En Espacios Verdes,,PIAMONTE,3377,,,,5436403.12,6346032.663,Alumbrado Zona 3,Alumbrado Público,Ambiente y Espacio Público,En Servicio,226483,06-01-2020,,,
310268,Lámpara,Mercurio Halogenado - 400,En Columna - En Espacios Verdes,CARAC 68,En Columna - En Espacios Verdes,,PIAMONTE,3335,,,,5436468.375,6346046.574,Alumbrado Zona 3,Alumbrado Público,Ambiente y Espacio Público,En Servicio,226482,06-01-2020,,,
530777,Lámpara,Led - 27,En Columna - En Espacios Verdes,CARAC 77,En Columna - En Espacios Verdes,,NUESTRA SRA DEL ROSARIO,622,,,,5439894.275,6349090.184,Alumbrado Zona 3,Alumbrado Público,Ambiente y Espacio Público,En Servicio,226481,06-01-2020,,,
530277,Lámpara,Led - 27,En Columna - En Espacios Verdes,CARAC 77,En Columna - En Espacios Verdes,,NUESTRA SRA DEL ROSARIO,620,,,,5439895.649,6349103.744,Alumbrado Zona 3,Alumbrado Público,Ambiente y Espacio Público,En Servicio,226480,06-01-2020,,,
060778,Lámpara,Led - 27,En Columna - En Espacios Verdes,CARAC 78,En Columna - En Espacios Verdes,,RUEDA MIGUEL,626,,,,5440379.8,6352143.874,Alumbrado Zona 3,Alumbrado Público,Ambiente y Espacio Público,En Servicio,226479,06-01-2020,,,
060778,Lámpara,Led - 27,En Columna - En Espacios Verdes,CARAC 78,En Columna - En Espacios Verdes,,RUEDA MIGUEL,626,,,,5440379.8,6352143.874,Alumbrado Zona 3,Alumbrado Público,Ambiente y Espacio Público,En Servicio,226478,06-01-2020,,,
060778,Lámpara,Led - 27,En Columna - En Espacios Verdes,CARAC 78,En Columna - En Espacios Verdes,,RUEDA MIGUEL,626,,,,5440379.8,6352143.874,Alumbrado Zona 3,Alumbrado Público,Ambiente y Espacio Público,En Servicio,226477,06-01-2020,,,
060778,Lámpara,Led - 27,En Columna - En Espacios Verdes,CARAC 78,En Columna - En Espacios Verdes,,RUEDA MIGUEL,626,,,,5440379.8,6352143.874,Alumbrado Zona 3,Alumbrado Público,Ambiente y Espacio Público,En Servicio,226476,06-01-2020,,,
060678,Lámpara,Led - 27,En Columna - En Espacios Verdes,CARAC 78,En Columna - En Espacios Verdes,,RUEDA MIGUEL,674,,,,5440314.375,6352158.176,Alumbrado Zona 3,Alumbrado Público,Ambiente y Espacio Público,En Servicio,226475,06-01-2020,,,
060678,Lámpara,Led - 27,En Columna - En Espacios Verdes,CARAC 78,En Columna - En Espacios Verdes,,RUEDA MIGUEL,674,,,,5440314.375,6352158.176,Alumbrado Zona 3,Alumbrado Público,Ambiente y Espacio Público,En Servicio,226474,06-01-2020,,,
060678,Lámpara,Led - 27,En Columna - En Espacios Verdes,CARAC 78,En Columna - En Espacios Verdes,,RUEDA MIGUEL,674,,,,5440314.375,6352158.176,Alumbrado Zona 3,Alumbrado Público,Ambiente y Espacio Público,En Servicio,226473,06-01-2020,,,
060678,Lámpara,Led - 27,En Columna - En Espacios Verdes,CARAC 78,En Columna - En Espacios Verdes,,RUEDA MIGUEL,674,,,,5440314.375,6352158.176,Alumbrado Zona 3,Alumbrado Público,Ambiente y Espacio Público,En Servicio,226472,06-01-2020,,,
060578,Lámpara,Led - 27,En Columna - En Espacios Verdes,CARAC 78,En Columna - En Espacios Verdes,,RUEDA MIGUEL,642,,,,5440361.405,6352167.584,Alumbrado Zona 3,Alumbrado Público,Ambiente y Espacio Público,En Servicio,226471,06-01-2020,,,
060578,Lámpara,Led - 27,En Columna - En Espacios Verdes,CARAC 78,En Columna - En Espacios Verdes,,RUEDA MIGUEL,642,,,,5440361.405,6352167.584,Alumbrado Zona 3,Alumbrado Público,Ambiente y Espacio Público,En Servicio,226470,06-01-2020,,,
